PMC7120876	Pflanzenphysiologie
PMC5315522	Heredity_
PMC5566182	Neurogenetics
PMC5027081	BMC_Vet_Res
PMC5342018	Oncotarget
PMC5035378	Stem_Cells_Dev
PMC5025616	BMC_Cancer
PMC5025606	J_Hematol_Oncol
PMC5159544	Nucleic_Acids_Res
PMC5137261	Carcinogenesis
PMC5027272	Nat_Commun
PMC5018808	Sci_Rep
PMC6078562	Hum_Mol_Genet
PMC5017644	PLoS_One
PMC5017063	BMC_Plant_Biol
PMC5113056	Emerg_Microbes_Infect
PMC5105852	Genetics
PMC5363725	J_Prev_Alzheimers_Dis
PMC5012692	PLoS_One
PMC5012674	PLoS_One
PMC5012062	Clin_Epigenetics
PMC5012004	BMC_Microbiol
PMC5011949	BMC_Psychiatry
PMC5037484	Toxins_
PMC5025758	Nat_Commun
PMC6192032	Hum_Mutat
PMC5006273	BMC_Genomics
PMC5100848	G3_
PMC4999948	Sci_Rep
PMC5320587	Microb_Genom
PMC5078592	EBioMedicine
PMC5011062	Am_J_Hum_Genet
PMC4999145	PLoS_One
PMC5068958	G3_
PMC4996803	AMB_Express
PMC6366343	J_Clin_Oncol
PMC4997863	Antimicrob_Agents_Chemother
PMC4997601	Viruses
PMC5425794	Biophys_Rev
PMC5089912	Sociol_Health_Illn
PMC5001203	BMC_Genomics
PMC4991703	Genome_Announc
PMC4993524	Curr_Protoc_Stem_Cell_Biol
PMC4986543	Sci_Data
PMC4988135	J_Virol
PMC4983039	BMC_Genomics
PMC4981984	Mol_Cytogenet
PMC5482393	Mol_Biol_Evol
PMC5312313	Oncotarget
PMC5041008	Life_
PMC4976297	Database_
PMC5161537	Curr_Opin_Genet_Dev
PMC5039434	Pathogens
PMC5295463	Oncotarget
PMC4974666	Hum_Reprod
PMC4973994	PLoS_One
PMC5068862	Genetics
PMC4970213	BMC_Immunol
PMC4971767	Genome_Res
PMC4965794	Sci_Rep
PMC4992443	Mol_Cell
PMC4962548	Epigenetics_Chromatin
PMC5052361	Braz_J_Microbiol
PMC5423198	Mol_Oncol
PMC4986528	J_Exp_Med
PMC4958966	Sci_Rep
PMC4995607	Sci_Rep
PMC5537739	Mol_Cell
PMC5502525	Nat_Protoc
PMC5061674	Age_
PMC4955376	Front_Microbiol
PMC4951715	Sci_Rep
PMC6638214	Mol_Plant_Pathol
PMC4968571	Nat_Plants
PMC4949885	Plant_Methods
PMC5407370	Mol_Cell
PMC5048723	Epigenetics
PMC5179953	Hum_Mol_Genet
PMC4940405	Front_Genet
PMC4944287	J_Virol
PMC4940770	Epigenetics_Chromatin
PMC4938941	J_Transl_Med
PMC5411491	J_Hum_Genet
PMC5362380	Bone
PMC5161023	Poult_Sci
PMC4936713	PLoS_Genet
PMC4936004	Breast_Cancer_Res
PMC4934823	PLoS_One
PMC5226589	Oncotarget
PMC4930178	PLoS_One
PMC5048502	Fertil_Steril
PMC5013814	J_Med_Entomol
PMC5068361	ACS_Chem_Biol
PMC4919856	Genome_Med
PMC4916391	mBio
PMC4915095	BMC_Genet
PMC4973888	Nat_Struct_Mol_Biol
PMC4969162	Gene
PMC4926181	Viruses
PMC4909266	PLoS_One
PMC5312292	Oncotarget
PMC5148204	ISME_J
PMC5942717	Bioinformatics
PMC4904030	Front_Oncol
PMC5584155	Oncotarget
PMC4907669	Medicine_
PMC4901276	Sci_Rep
PMC4900669	PLoS_One
PMC4900593	PLoS_One
PMC4898379	BMC_Plant_Biol
PMC5031189	Mol_Nutr_Food_Res
PMC4891928	Stand_Genomic_Sci
PMC5484002	Cancer_Res
PMC4949653	Hum_Mutat
PMC4931716	Ann_Clin_Transl_Neurol
PMC4926385	Int_J_Mol_Sci
PMC4891638	Genome_Announc
PMC5189976	Methods_Enzymol
PMC5027484	Nucleic_Acids_Res
PMC4948072	Int_J_Fertil_Steril
PMC4889975	Genome_Res
PMC5545651	Transl_Psychiatry
PMC4939914	Epigenetics
PMC4888493	Epigenetics_Chromatin
PMC5007268	Mar_Biotechnol_
PMC4892417	Bioinformatics
PMC4883797	PLoS_One
PMC5423196	Mol_Oncol
PMC5072358	Infect_Genet_Evol
PMC4897661	Anal_Cell_Pathol_
PMC5241426	Oncogene
PMC4873785	Sci_Rep
PMC5291262	Nucleic_Acids_Res
PMC5052104	Steroids
PMC5017017	Genomics
PMC4866717	PLoS_One
PMC5123565	Nat_Protoc
PMC4917659	Cell_Death_Dis
PMC4881433	Int_J_Mol_Sci
PMC5226612	Oncotarget
PMC4864352	PLoS_One
PMC4864311	PLoS_One
PMC5070070	Transl_Psychiatry
PMC4861919	Sci_Rep
PMC5085097	Oncotarget
PMC4964852	Enzymes
PMC4943177	Genome_Biol_Evol
PMC5069147	Radiology
PMC4857248	Clin_Epigenetics
PMC4856308	PLoS_One
PMC4853748	Front_Genet
PMC4853412	Front_Microbiol
PMC4852538	Front_Aging_Neurosci
PMC5482528	J_Invest_Dermatol
PMC5035632	JAMA_Oncol
PMC4851828	Epigenetics_Chromatin
PMC5320689	Microb_Genom
PMC4847873	PLoS_One
PMC4845000	Sci_Rep
PMC5009722	Nucleic_Acids_Res
PMC4908614	Hepat_Mon
PMC4907838	Atherosclerosis
PMC4837375	Sci_Rep
PMC4836726	PLoS_One
PMC4836082	BMC_Infect_Dis
PMC4835900	J_Biol_Res_
PMC4834436	Front_Cardiovasc_Med
PMC4834207	Database_
PMC4832266	Sci_Rep
PMC4941931	J_Vis_Exp
PMC4836311	J_Virol
PMC4832457	BMC_Genomics
PMC4833860	Nat_Commun
PMC4830573	PLoS_Genet
PMC4827394	Sci_Rep
PMC4833434	Am_J_Hum_Genet
PMC4822142	Sci_Rep
PMC4820692	Sci_Rep
PMC4959494	Appl_Environ_Microbiol
PMC4889650	G3_
PMC4822724	Bioinform_Biol_Insights
PMC4996844	Genomics_Proteomics_Bioinformatics
PMC4888443	J_Hered
PMC4881337	Biol_Lett
PMC4818103	PLoS_One
PMC4806933	Emerg_Infect_Dis
PMC4816504	PLoS_One
PMC4814513	Front_Microbiol
PMC5007456	Front_Plant_Sci
PMC5053657	Oncotarget
PMC4809568	PLoS_One
PMC4826439	Cell_Rep
PMC4806452	Epigenetics_Chromatin
PMC4833419	DNA_Res
PMC4804293	Sci_Rep
PMC4801852	Front_Genet
PMC4895916	Endocr_Relat_Cancer
PMC4802173	Nat_Commun
PMC4845074	New_Microbes_New_Infect
PMC4794930	Genome_Biol
PMC5062591	Hum_Mol_Genet
PMC4810862	Proc_Biol_Sci
PMC4896549	Neuro_Oncol
PMC4792144	Sci_Rep
PMC4947860	Mol_Genet_Genomic_Med
PMC4808554	Int_J_Genomics
PMC4967390	Am_J_Obstet_Gynecol
PMC5146328	Mol_Ecol
PMC4784436	Genet_Sel_Evol
PMC5030683	ISME_J
PMC4909543	Gastroenterology
PMC4810495	mBio
PMC4780709	PLoS_One
PMC4889932	Nucleic_Acids_Res
PMC4783119	Sci_Adv
PMC4782255	Ecol_Evol
PMC4948179	Neurobiol_Aging
PMC4806524	Cell_Rep
PMC4800052	Am_J_Hum_Genet
PMC4800050	Am_J_Hum_Genet
PMC4778998	Medicine_
PMC4778164	Blood
PMC4836477	Bacteriophage
PMC4828211	J_Vis_Exp
PMC4828730	Ann_Transl_Med
PMC4763980	Curr_Opin_Nephrol_Hypertens
PMC4733577	Clin_Obstet_Gynecol
PMC4914085	Nucleic_Acids_Res
PMC4920121	Bioinformatics
PMC4766650	BMC_Genomics
PMC4818346	New_Microbes_New_Infect
PMC4790991	Proc_Natl_Acad_Sci_U_S_A
PMC4761191	BMC_Genomics
PMC4759600	Sci_Rep
PMC4756503	Genome_Med
PMC4754938	BMC_Musculoskelet_Disord
PMC4924731	Oncotarget
PMC4846948	Am_J_Transl_Res
PMC4924686	Oncotarget
PMC4751504	Sci_Rep
PMC4750860	PLoS_One
PMC4749701	Front_Microbiol
PMC4750897	Bioinform_Biol_Insights
PMC5029151	ISME_J
PMC4757467	Transl_Vis_Sci_Technol
PMC4747472	PLoS_One
PMC4777652	Nat_Med
PMC4770613	Adv_Biomed_Res
PMC4751853	Appl_Environ_Microbiol
PMC4742883	Sci_Rep
PMC4742980	Nat_Commun
PMC4895384	BMC_Genet
PMC4833664	FEBS_Lett
PMC4781714	J_Vis_Exp
PMC4736656	Sci_Data
PMC5131842	Nat_Microbiol
PMC4969000	IEEE_EMBS_Int_Conf_Biomed_Health_Inform
PMC4922638	Nat_Methods
PMC4736111	BMC_Genet
PMC4734709	PLoS_One
PMC5860753	J_Stat_Softw
PMC4867375	Am_J_Physiol_Regul_Integr_Comp_Physiol
PMC4761302	Mol_Cell
PMC4729939	Front_Plant_Sci
PMC4884995	Oncotarget
PMC4728761	Lipids_Health_Dis
PMC4825653	G3_
PMC4725743	PLoS_One
PMC5465310	New_Microbes_New_Infect
PMC4884975	Oncotarget
PMC4723332	PLoS_One
PMC4747794	Curr_Biol
PMC5994970	J_Hered
PMC4747755	Proc_Natl_Acad_Sci_U_S_A
PMC4726065	Sci_Rep
PMC4719427	Mol_Cell_Biol
PMC4885239	J_Hered
PMC4714849	PLoS_One
PMC4770241	Nucleic_Acids_Res
PMC4725928	Sci_Rep
PMC4711065	Chin_J_Cancer
PMC5010002	Mol_Biol_Evol
PMC4895925	J_Pathol
PMC4705616	BMC_Med_Genomics
PMC4744117	Mol_Cell
PMC4786912	Mol_Ther
PMC4685586	Philos_Trans_R_Soc_Lond_B_Biol_Sci
PMC4833497	Genes_Brain_Behav
PMC4780802	Breed_Sci
PMC4918800	Cold_Spring_Harb_Symp_Quant_Biol
PMC6280204	Clin_Med_
PMC5068798	PLoS_One
PMC4841027	New_Genet_Soc
PMC4753643	Hum_Genomics
PMC5133140	Genet_Med
PMC7112329	Adv_Virus_Res
PMC5210654	Nucleic_Acids_Res
PMC5270752	Microb_Biotechnol
PMC5057408	Front_Zool
PMC5037665	Int_J_Mol_Sci
PMC4986520	Appl_Transl_Genom
PMC4756148	Front_Genet
PMC5259860	BMC_Genomics
PMC5099109	FEBS_J
PMC4934548	Healthcare_
PMC4727405	BMC_Genomics
PMC5408803	Bioinformatics
PMC5226634	J_Vis_Exp
PMC5189923	J_Am_Coll_Cardiol
PMC5199134	Database_
PMC5204044	J_Breast_Cancer
PMC5259976	BMC_Bioinformatics
PMC5100259	Biotechnol_Biofuels
PMC5086874	Front_Microbiol
PMC5075697	PeerJ
PMC5047348	Genome_Med
PMC5492242	Iran_J_Biotechnol
PMC4965871	Mol_Syst_Biol
PMC4959361	BMC_Bioinformatics
PMC4989114	Mol_Biol_Evol
PMC5657146	J_Chem_Inf_Model
PMC4917959	Nat_Commun
PMC4941495	Proc_Natl_Acad_Sci_U_S_A
PMC4905608	BMC_Bioinformatics
PMC4909335	CBE_Life_Sci_Educ
PMC4837979	Version_2
PMC4856283	PLoS_One
PMC4854172	Trends_Microbiol
PMC5053656	Oncotarget
PMC4911426	Appl_Transl_Genom
PMC4774183	Gigascience
PMC4768348	Nat_Genet
PMC4712312	Front_Plant_Sci
PMC4710974	BMC_Genomics
PMC4739123	OMICS
PMC5139036	BMC_Bioinformatics
PMC5138638	Sci_Rep
PMC5204182	Turk_J_Haematol
PMC5125707	PLoS_Pathog
PMC5120243	World_J_Stem_Cells
PMC6018996	Brief_Bioinform
PMC5096717	PLoS_Biol
PMC5012073	BMC_Bioinformatics
PMC5037747	Int_J_Mol_Sci
PMC5493484	J_Biomed_Inform
PMC4982144	BMC_Syst_Biol
PMC5001748	AMIA_Jt_Summits_Transl_Sci_Proc
PMC4951493	Front_Mol_Biosci
PMC5069757	mSystems
PMC5111783	Int_J_Cancer
PMC4859332	J_Immunol_Methods
PMC5027679	Eur_J_Hum_Genet
PMC5217345	Proteomes
PMC4805871	CPT_Pharmacometrics_Syst_Pharmacol
PMC4865454	J_Med_Chem
PMC4707289	Front_Microbiol
PMC5067141	Dialogues_Clin_Neurosci
PMC4734767	J_Am_Stat_Assoc
PMC4758016	BMC_Med_Genomics
PMC6754749	Cell_Chem_Biol
PMC5408802	Bioinformatics
PMC5219599	Genom_Data
PMC4990051	Ecancermedicalscience
PMC7106161	J_Biomed_Inform
PMC5248400	J_Pathol_Inform
PMC5369993	Oncotarget
PMC5189940	PLoS_Pathog
PMC5189932	PLoS_Med
PMC5220419	Biomed_Res_Int
PMC5259956	BMC_Bioinformatics
PMC5179106	PLoS_One
PMC5204080	Behav_Neurol
PMC5156688	Front_Plant_Sci
PMC5187898	Int_J_Mol_Sci
PMC5149544	Front_Microbiol
PMC5148835	Genome_Biol
PMC5407716	J_Am_Soc_Nephrol
PMC5314775	Nucleic_Acids_Res
PMC5138846	Sci_Rep
PMC5200871	Genom_Data
PMC5210582	Nucleic_Acids_Res
PMC5389713	Nucleic_Acids_Res
PMC5187785	Int_J_Mol_Sci
PMC5409526	Version_1
PMC5224473	Nucleic_Acids_Res
PMC5370178	BEOnline
PMC5289859	Genetics
PMC5118379	Int_J_Bipolar_Disord
PMC5117516	Respir_Res
PMC5116471	Front_Plant_Sci
PMC5410400	Biochem_Pharmacol
PMC5110013	J_Exp_Med
PMC5107693	World_J_Gastroenterol
PMC5215607	Wiley_Interdiscip_Rev_Syst_Biol_Med
PMC5123252	BMC_Bioinformatics
PMC5105131	Sci_Rep
PMC5102898	Front_Mol_Biosci
PMC5103605	BMC_Evol_Biol
PMC5465644	Nat_Biotechnol
PMC5099236	Front_Physiol
PMC5100337	BMC_Genomics
PMC5131922	Cell
PMC5094675	PLoS_Comput_Biol
PMC5170850	Mol_Biol_Cell
PMC5215735	Cancer_Immunol_Res
PMC5080858	Toxicol_Res
PMC5108346	Acta_Crystallogr_D_Struct_Biol
PMC5083711	Front_Microbiol
PMC6240354	Pediatr_Blood_Cancer
PMC5081484	Mol_Syst_Biol
PMC5137458	Nucleic_Acids_Res
PMC5074944	Springerplus
PMC5210638	Nucleic_Acids_Res
PMC5068774	PLoS_One
PMC5086377	Dis_Markers
PMC5862285	Brief_Bioinform
PMC5089129	Version_1
PMC5068838	Genetics
PMC5059781	Nat_Commun
PMC5053989	Front_Cell_Infect_Microbiol
PMC5123440	Radiat_Res
PMC5055430	Acad_Emerg_Med
PMC5038959	PLoS_One
PMC5173273	Mob_Genet_Elements
PMC5411243	Virulence
PMC5033354	PLoS_Pathog
PMC5030298	Front_Plant_Sci
PMC5129622	J_Proteome_Res
PMC5318189	Curr_Opin_Genet_Dev
PMC5026349	PLoS_One
PMC5025242	PLoS_Negl_Trop_Dis
PMC5625735	Synth_Syst_Biotechnol
PMC5021083	Front_Plant_Sci
PMC5942510	Biol_Res_Nurs
PMC5043581	Open_Biol
PMC5013405	Sci_Rep
PMC5203946	Anal_Bioanal_Chem
PMC5010773	Mol_Cancer
PMC5009568	BMC_Genomics
PMC5862238	Brief_Bioinform
PMC5012507	Am_J_Pathol
PMC5050162	Cancer_Discov
PMC5009817	BMC_Syst_Biol
PMC5608640	Eur_Urol_Focus
PMC4995004	PLoS_Comput_Biol
PMC4994289	Genome_Biol
PMC5024642	Proc_Natl_Acad_Sci_U_S_A
PMC5001210	BMC_Genomics
PMC5062991	Nucleic_Acids_Res
PMC5323230	Oncotarget
PMC4977553	Sci_Rep
PMC5965670	Circ_Res
PMC4977720	BMC_Cancer
PMC4976506	Genome_Med
PMC5414603	Mol_Endocrinol
PMC4971063	Front_Microbiol
PMC5219025	Cell_Mol_Life_Sci
PMC5311252	Oncogene
PMC4982148	Emerg_Infect_Dis
PMC5302963	Oncotarget
PMC5012864	eLife
PMC4961399	PLoS_Med
PMC5014570	Lancet
PMC4983458	Nature
PMC4956195	PLoS_One
PMC5001757	AMIA_Jt_Summits_Transl_Sci_Proc
PMC4972991	J_Med_Internet_Res
PMC4991838	DNA_Res
PMC4947857	Mol_Genet_Genomic_Med
PMC4942566	Hortic_Res
PMC5055632	Ann_Bot
PMC4948716	Pharmgenomics_Pers_Med
PMC5221461	Microbiologyopen
PMC5335547	ISME_J
PMC4957572	Genom_Data
PMC4932630	Sci_Rep
PMC4920297	Philos_Trans_R_Soc_Lond_B_Biol_Sci
PMC4932724	J_Biomed_Semantics
PMC5205579	Int_J_Parasitol
PMC4930834	Database_
PMC4982368	Arthritis_Rheumatol
PMC4930011	Nurs_Res
PMC4911920	RNA
PMC4892980	Epidemiology
PMC5010824	Fam_Cancer
PMC4928264	Breast_Cancer_Res
PMC4936347	Infect_Immun
PMC4917819	Sci_Rep
PMC4915094	Hum_Genomics
PMC5026897	Schizophr_Res
PMC5036102	J_Alzheimers_Dis
PMC5644873	Obes_Facts
PMC5137983	Future_Sci_OA
PMC5161754	Oncogene
PMC4905606	BMC_Bioinformatics
PMC5350112	Proc_ACM_SIGMOD_Int_Conf_Manag_Data
PMC5094491	Nature
PMC4992992	Microbiol_Spectr
PMC4988411	Cell_J
PMC4930141	Nat_Methods
PMC4882398	Front_Plant_Sci
PMC5096036	Cancer_Cytopathol
PMC4910291	J_Ayurveda_Integr_Med
PMC4970525	Cancer_Biol_Ther
PMC4916982	Version_1
PMC4895100	mBio
PMC4908185	Am_J_Hum_Genet
PMC5358823	Cartilage
PMC4865096	BMC_Bioinformatics
PMC4921107	Ecotoxicology
PMC4863474	Am_J_Hum_Genet
PMC4859450	Biomark_Cancer
PMC5620020	Electron_J_Stat
PMC4959068	Appl_Environ_Microbiol
PMC4864582	J_Insect_Sci
PMC5048443	JAMA_Psychiatry
PMC4864461	Genome_Res
PMC4942015	J_Vis_Exp
PMC4851331	PLoS_One
PMC4850667	BMC_Obes
PMC4881458	Int_J_Mol_Sci
PMC4961207	Expert_Rev_Cardiovasc_Ther
PMC4896206	Genetics
PMC5089888	Environ_Health_Perspect
PMC4848642	Toxins_
PMC5032652	Nat_Genet
PMC6189758	Micromachines_
PMC4830823	Front_Microbiol
PMC4848687	Nutrients
PMC5045388	Oncotarget
PMC4944528	Science
PMC5706659	J_Pathol
PMC4818530	Cancer_Metab
PMC4818528	J_Negat_Results_Biomed
PMC4877251	Mol_Ecol
PMC4814916	Sci_Rep
PMC4814472	Front_Microbiol
PMC4811964	Front_Plant_Sci
PMC5444025	Mol_Psychiatry
PMC4975615	Curr_Opin_Biotechnol
PMC4855945	J_Clin_Invest
PMC4809611	PLoS_One
PMC4806539	Database_
PMC4806511	Genome_Biol
PMC4810074	Mar_Drugs
PMC4791596	Sci_Rep
PMC4907853	Lancet_Oncol
PMC4788683	J_Mol_Model
PMC5025728	Am_J_Med_Genet_B_Neuropsychiatr_Genet
PMC5023020	Front_Environ_Sci
PMC4779554	BMC_Res_Notes
PMC4778847	PLoS_Genet
PMC4805659	Theranostics
PMC4774013	Genome_Biol
PMC4820043	Per_Med
PMC4810256	Viruses
PMC4799697	OMICS
PMC4799247	Theor_Appl_Genet
PMC4773231	PLoS_One
PMC4770032	Front_Immunol
PMC4868116	Mol_Biol_Evol
PMC5540379	Neuroimage
PMC4768835	PLoS_One
PMC5242370	Eur_J_Protistol
PMC5030700	ISME_J
PMC4788475	Sci_Adv
PMC4759953	Genome_Biol
PMC4759767	BMC_Bioinformatics
PMC4790095	Neuron
PMC4785018	Clin_Pharmacol_Ther
PMC4756445	BMC_Res_Notes
PMC4754680	Sci_Rep
PMC4812337	Metabolites
PMC4888802	Clin_Exp_Rheumatol
PMC5863771	Am_J_Hypertens
PMC4748640	BMC_Bioinformatics
PMC4745086	Sci_Rep
PMC4745955	Appl_Clin_Genet
PMC4743429	BMC_Microbiol
PMC4742245	PLoS_One
PMC4733917	Front_Oncol
PMC4731789	Sci_Rep
PMC4730743	Radiat_Oncol
PMC4730661	Int_J_Health_Geogr
PMC4728164	Clin_Transl_Med
PMC4726769	Front_Plant_Sci
PMC4717633	Front_Microbiol
PMC4770239	Nucleic_Acids_Res
PMC5549774	Future_Oncol
PMC4775144	Plant_Physiol
PMC4707541	Sci_Rep
PMC4734844	EMBO_Mol_Med
PMC4759241	Cell
PMC4698504	World_J_Gastroenterol
PMC4702300	Genome_Med
PMC5726308	Stat_Med
PMC4758131	JAMA
PMC4700143	Front_Endocrinol_
PMC7041969	Hist_Cienc_Saude_Manguinhos
PMC5580682	J_Hypertens
PMC5360185	Pac_Symp_Biocomput
PMC4880041	Plant_J
PMC4879683	Alzheimer_Dis_Assoc_Disord
PMC4691838	RNA
PMC4662640	Ann_Surg
PMC4612396	J_Multivar_Anal
PMC5870421	Glob_Health_Epidemiol_Genom
PMC7149637	International_Encyclopedia_of_Public_Health
PMC5860392	Bioinformatics
PMC5370219	Mol_Genet_Genomic_Med
PMC5259966	BMC_Syst_Biol
PMC6152613	J_Proteome_Res
PMC5244435	Acc_Chem_Res
PMC5313402	Physiol_Mol_Biol_Plants
PMC5165202	J_Virol
PMC5354861	Oncotarget
PMC5249037	BMC_Bioinformatics
PMC5225143	Dev_Cell
PMC5503644	Oncotarget
PMC5154545	PLoS_One
PMC5161339	Clin_Cosmet_Investig_Dermatol
PMC5147990	PLoS_One
PMC5462884	Alzheimers_Dement
PMC5364345	ISME_J
PMC5200948	Version_2
PMC5289831	Genetics
PMC5218860	Am_J_Nucl_Med_Mol_Imaging
PMC5135122	Bioinform_Biol_Insights
PMC5219854	Cancer_Causes_Control
PMC5389465	Nucleic_Acids_Res
PMC5352202	Oncotarget
PMC5498102	Science
PMC5124260	Genome_Biol
PMC5121649	Sci_Rep
PMC5376512	Trends_Parasitol
PMC5330675	Cancer_Res
PMC5109744	J_Immunother_Cancer
PMC5108755	Front_Plant_Sci
PMC5471055	Oncotarget
PMC5377557	Biol_Sport
PMC5787854	Cell
PMC5094750	PLoS_Genet
PMC5270565	ISME_J
PMC5088600	Genome_Res
PMC5088513	Cold_Spring_Harb_Perspect_Med
PMC5087861	PLoS_One
PMC5083712	Front_Plant_Sci
PMC5080584	Sci_Rep
PMC5389513	Nucleic_Acids_Res
PMC5077151	PLoS_Genet
PMC5075928	Sci_Rep
PMC5080675	Transl_Oncol
PMC5411854	Asian-Australas_J_Anim_Sci
PMC5067562	Sci_Rep
PMC5261830	Semin_Pediatr_Neurol
PMC5065965	Front_Vet_Sci
PMC5160408	Mol_Cell_Oncol
PMC5064667	Front_Pharmacol
PMC5064248	Front_Chem
PMC5480879	Per_Med
PMC5062060	Front_Microbiol
PMC5382180	J_Genet_Couns
PMC5057490	BMC_Med_Ethics
PMC5385160	Methods
PMC5068837	Genetics
PMC5053492	PLoS_One
PMC5161661	Curr_Opin_Genet_Dev
PMC6453498	OMICS
PMC5147460	Schizophr_Res
PMC5123703	EcoSal_Plus
PMC5072285	OMICS
PMC5117812	Cancer_Res
PMC5045080	J_Radiat_Res
PMC5117919	Eur_J_Hum_Genet
PMC5039721	Sci_Rep
PMC5036049	Sci_Rep
PMC5036032	Sci_Rep
PMC5035084	PLoS_One
PMC5037844	Int_J_Mol_Sci
PMC5065293	Int_J_Mol_Med
PMC5100859	G3_
PMC5217350	Proteomes
PMC5243229	Physiol_Genomics
PMC5099087	Med_Image_Anal
PMC5028829	Adv_Bioinformatics
PMC5323172	Oncotarget
PMC5309453	Iran_J_Vet_Res
PMC5108521	Glob_Heart
PMC5047671	Development
PMC5021619	Dev_Cell
PMC5325330	Oncotarget
PMC4995483	Sci_Rep
PMC6980791	J_Am_Stat_Assoc
PMC5181540	Bioinformatics
PMC4988212	Appl_Environ_Microbiol
PMC4983546	Front_Genet
PMC4989894	BMC_Med_Genomics
PMC5000710	Int_J_Mol_Sci
PMC5000683	Int_J_Mol_Sci
PMC6638406	Mol_Plant_Pathol
PMC4976665	Front_Plant_Sci
PMC6638335	Mol_Plant_Pathol
PMC5125862	Mol_Biochem_Parasitol
PMC4971604	Front_Plant_Sci
PMC4970289	Gigascience
PMC4955031	Curr_Genomics
PMC4966942	PLoS_Negl_Trop_Dis
PMC5290665	Bioinformation
PMC4963490	J_Clin_Microbiol
PMC4957382	BMC_Genomics
PMC4957987	PeerJ
PMC5312317	Oncotarget
PMC4944427	Genome_Biol
PMC5342424	Oncotarget
PMC4944519	Cancer_Metab
PMC5026258	Mol_Biol_Evol
PMC5573230	Expert_Rev_Neurother
PMC4937404	Sci_Rep
PMC4937889	J_Mol_Cell_Biol
PMC5560051	Genet_Epidemiol
PMC5556681	Med_Image_Anal
PMC6058754	Integr_Comp_Biol
PMC4964434	Int_J_Mol_Sci
PMC4958886	J_Thorac_Dis
PMC4929460	Sci_Rep
PMC5015956	G3_
PMC4933089	PeerJ
PMC4936107	J_Bacteriol
PMC4917999	BMC_Bioinformatics
PMC5099177	J_Med_Genet
PMC5239501	Oncotarget
PMC4908344	Bioinformatics
PMC5137845	Future_Sci_OA
PMC4900531	PLoS_One
PMC5301940	J_Exp_Bot
PMC5026752	Heredity_
PMC6280872	Bioinformatics
PMC4943184	Genome_Biol_Evol
PMC4894504	Microbiome
PMC4891577	Front_Plant_Sci
PMC4930399	Alcohol_Clin_Exp_Res
PMC5407010	Curr_Opin_Allergy_Clin_Immunol
PMC5010878	Clin_Pharmacol_Ther
PMC4908241	Genet_Res_Int
PMC4901101	Health_Technol_
PMC4894308	Cell
PMC4880984	BMC_Bioinformatics
PMC4936545	Plant_Physiol
PMC5210214	Pattern_Recognit
PMC6366658	J_Neuropathol_Exp_Neurol
PMC5656225	Vet_Comp_Oncol
PMC4889798	Biomed_Res_Int
PMC4871587	PLoS_One
PMC4993567	Mob_Genet_Elements
PMC4869358	BMC_Genomics
PMC4868997	Sci_Rep
PMC4884142	Nat_Cell_Biol
PMC4891458	Am_J_Transl_Res
PMC5864134	Diabetes_Care
PMC6807221	J_Clin_Lab_Anal
PMC5685297	NPJ_Genom_Med
PMC4862170	Genome_Biol
PMC4862082	Genome_Biol
PMC4983685	Poult_Sci
PMC5812674	Pediatr_Exerc_Sci
PMC5292242	Proc_SIAM_Int_Conf_Data_Min
PMC4828586	Lancet_Neurol
PMC4983179	Neuropsychopharmacology
PMC4931812	Acta_Crystallogr_D_Struct_Biol
PMC4849854	Invest_Ophthalmol_Vis_Sci
PMC4920763	Indian_J_Microbiol
PMC5762622	J_Pharm_Anal
PMC4841547	PLoS_One
PMC5003485	Microarrays_
PMC5058714	Oncotarget
PMC5001582	Nucleic_Acids_Res
PMC4963277	Nat_Prod_Rep
PMC6188743	J_Sport_Health_Sci
PMC4886290	Tree_Physiol
PMC4836021	Autophagy
PMC4823224	Clin_Transl_Med
PMC4862372	Bioorg_Med_Chem
PMC4769975	Ther_Drug_Monit
PMC5193485	Expert_Rev_Precis_Med_Drug_Dev
PMC4899152	Clin_Pharmacol_Ther
PMC4816396	PLoS_One
PMC4812063	Front_Oncol
PMC4811429	PLoS_One
PMC5053678	Oncotarget
PMC4808225	Antimicrob_Agents_Chemother
PMC4891220	Clin_Cancer_Res
PMC4802652	BMC_Bioinformatics
PMC4802303	Sci_Rep
PMC4888440	J_Hered
PMC4801357	PLoS_One
PMC4798664	PLoS_One
PMC4860691	Genome_Biol_Evol
PMC4791545	Sci_Rep
PMC4967103	Cell_Mol_Life_Sci
PMC4854096	Asian_J_Androl
PMC4820789	J_Proteome_Res
PMC4816878	Data_Brief
PMC4784281	BMC_Genomics
PMC4812578	Oncol_Lett
PMC4784335	BMC_Genomics
PMC4783079	PLoS_One
PMC4782358	Genome_Biol
PMC5217363	Proteomes
PMC4844763	Dev_Dyn
PMC4778121	Front_Plant_Sci
PMC4834271	J_Struct_Funct_Genomics
PMC4774108	J_Hematol_Oncol
PMC5922777	Curr_Environ_Health_Rep
PMC4785288	BMJ_Open
PMC4774024	BMC_Genomics
PMC4761106	J_Am_Acad_Dermatol
PMC4762190	Front_Plant_Sci
PMC4918410	Protein_Sci
PMC4757689	Front_Microbiol
PMC4768675	PeerJ
PMC4830461	Acta_Biomater
PMC4755465	J_Asthma_Allergy
PMC4749215	PLoS_One
PMC4748744	Front_Genet
PMC4746258	Front_Plant_Sci
PMC4735825	Sci_Rep
