Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name
ENSGALG00000009974	ENSGALT00000016214	MMAA
ENSGALG00000009982	ENSGALT00000016223	ZNF827
ENSGALG00000009985	ENSGALT00000016226	LSM6
ENSGALG00000010003	ENSGALT00000016251	
ENSGALG00000010006	ENSGALT00000038572	SLC10A7
ENSGALG00000010006	ENSGALT00000038571	SLC10A7
ENSGALG00000010009	ENSGALT00000016259	TTC29
ENSGALG00000010013	ENSGALT00000016263	EDNRA
ENSGALG00000010019	ENSGALT00000016272	TMEM184C
ENSGALG00000010022	ENSGALT00000016278	PRMT9
ENSGALG00000010031	ENSGALT00000016293	ARHGAP10
ENSGALG00000010035	ENSGALT00000016302	NR3C2
ENSGALG00000028333	ENSGALT00000045570	
ENSGALG00000010040	ENSGALT00000016309	DCLK2
ENSGALG00000010061	ENSGALT00000016356	LRBA
ENSGALG00000010077	ENSGALT00000016380	RPS3A
ENSGALG00000010081	ENSGALT00000016385	SH3D19
ENSGALG00000010090	ENSGALT00000016413	FAM160A1
ENSGALG00000010097	ENSGALT00000016422	GATB
ENSGALG00000023356	ENSGALT00000038476	
ENSGALG00000010103	ENSGALT00000016428	FBXW7
ENSGALG00000023355	ENSGALT00000038472	TMEM154
ENSGALG00000010105	ENSGALT00000016433	ARFIP1
ENSGALG00000010107	ENSGALT00000016436	FHDC1
ENSGALG00000010108	ENSGALT00000016438	C4orf33
ENSGALG00000010119	ENSGALT00000016460	CDKL2
ENSGALG00000010115	ENSGALT00000016446	SCLT1
ENSGALG00000010122	ENSGALT00000016464	SH2D4A
ENSGALG00000010125	ENSGALT00000016467	CSGALNACT1
ENSGALG00000010130	ENSGALT00000016475	INTS10
ENSGALG00000010136	ENSGALT00000016483	HGSNAT
ENSGALG00000026210	ENSGALT00000043434	SGK196
ENSGALG00000023351	ENSGALT00000038460	
ENSGALG00000010142	ENSGALT00000016490	C4H8ORF40
ENSGALG00000010159	ENSGALT00000032235	SLC20A2
ENSGALG00000010170	ENSGALT00000016536	INTU
ENSGALG00000026003	ENSGALT00000044005	
ENSGALG00000010185	ENSGALT00000016555	HSPA4L
ENSGALG00000010195	ENSGALT00000016572	PLK4
ENSGALG00000010199	ENSGALT00000016578	MFSD8
ENSGALG00000010201	ENSGALT00000016584	C4H4ORF29
ENSGALG00000010207	ENSGALT00000016597	LARP1B
ENSGALG00000010209	ENSGALT00000016602	PGRMC2
ENSGALG00000026976	ENSGALT00000044946	
ENSGALG00000010214	ENSGALT00000016607	JADE1
ENSGALG00000023335	ENSGALT00000038423	RCHY1
ENSGALG00000010268	ENSGALT00000038422	PARM1
ENSGALG00000028608	ENSGALT00000045574	BTC
ENSGALG00000028470	ENSGALT00000045388	GSR
ENSGALG00000010273	ENSGALT00000016708	PPP2CB
ENSGALG00000010281	ENSGALT00000016720	WRN
ENSGALG00000010283	ENSGALT00000016727	GTF2E2
ENSGALG00000010291	ENSGALT00000016744	RBPMS
ENSGALG00000010298	ENSGALT00000016753	DCTN6
ENSGALG00000010316	ENSGALT00000038383	FRAS1
ENSGALG00000010324	ENSGALT00000016805	MRPL1
ENSGALG00000010333	ENSGALT00000016820	CNOT6L
ENSGALG00000010336	ENSGALT00000016830	
ENSGALG00000010338	ENSGALT00000016832	CXCL13L2
ENSGALG00000010347	ENSGALT00000016846	CCNG2
ENSGALG00000026229	ENSGALT00000046180	PYURF
ENSGALG00000010363	ENSGALT00000016877	HERC3
ENSGALG00000010363	ENSGALT00000016878	HERC3
ENSGALG00000010371	ENSGALT00000016897	FAM13A
ENSGALG00000010376	ENSGALT00000016904	
ENSGALG00000010379	ENSGALT00000016908	SNCA
ENSGALG00000010391	ENSGALT00000016922	MMRN1
ENSGALG00000010392	ENSGALT00000016925	CCSER1
ENSGALG00000026602	ENSGALT00000042885	
ENSGALG00000010397	ENSGALT00000016932	GRID2
ENSGALG00000010400	ENSGALT00000016936	SMARCAD1
ENSGALG00000010402	ENSGALT00000016938	HPGDS
ENSGALG00000010408	ENSGALT00000045193	OPN4-1
ENSGALG00000010408	ENSGALT00000016948	OPN4-1
ENSGALG00000010414	ENSGALT00000016954	SEC24B
ENSGALG00000010414	ENSGALT00000018916	SEC24B
ENSGALG00000010521	ENSGALT00000017084	COL25A1
ENSGALG00000008992	ENSGALT00000017134	ETNPPL
ENSGALG00000010526	ENSGALT00000017138	OSTC
ENSGALG00000028992	ENSGALT00000043750	
ENSGALG00000010529	ENSGALT00000017142	Lef-1
ENSGALG00000016124	ENSGALT00000025976	HADH
ENSGALG00000027908	ENSGALT00000044058	CYP2U1
ENSGALG00000010535	ENSGALT00000017148	SGMS2
ENSGALG00000010542	ENSGALT00000017158	PAPSS1
ENSGALG00000028041	ENSGALT00000046087	DKK2
ENSGALG00000010550	ENSGALT00000017168	
ENSGALG00000010553	ENSGALT00000017172	AIMP1
ENSGALG00000010564	ENSGALT00000017190	TBCK
ENSGALG00000010566	ENSGALT00000017193	NPNT
ENSGALG00000010573	ENSGALT00000017207	GSTCD
ENSGALG00000010575	ENSGALT00000017210	INTS12
ENSGALG00000010577	ENSGALT00000017213	ARHGEF38
ENSGALG00000010582	ENSGALT00000017222	PPA2
ENSGALG00000010592	ENSGALT00000017236	TET2
ENSGALG00000010596	ENSGALT00000017246	TACR3
ENSGALG00000010601	ENSGALT00000017251	UFSP2
ENSGALG00000010604	ENSGALT00000017255	LRP2BP
ENSGALG00000010610	ENSGALT00000017263	SNX25
ENSGALG00000010611	ENSGALT00000017266	CFAP97
ENSGALG00000010614	ENSGALT00000017270	SLC25A4
ENSGALG00000010628	ENSGALT00000017294	ACSL1
ENSGALG00000020210	ENSGALT00000032215	MLF1IP
ENSGALG00000010636	ENSGALT00000038264	CCDC111
ENSGALG00000026224	ENSGALT00000045450	DHDH
ENSGALG00000010638	ENSGALT00000017308	CASP3
ENSGALG00000010638	ENSGALT00000045406	CASP3
ENSGALG00000010642	ENSGALT00000038252	IRF2
ENSGALG00000010645	ENSGALT00000017317	ENPP6
ENSGALG00000010646	ENSGALT00000017319	STOX2
ENSGALG00000010654	ENSGALT00000017333	C4H4ORF41
ENSGALG00000010658	ENSGALT00000017342	RWDD4
ENSGALG00000010661	ENSGALT00000017346	CDKN2AIP
ENSGALG00000010668	ENSGALT00000017356	WWC2
ENSGALG00000010674	ENSGALT00000017366	DCTD
ENSGALG00000010706	ENSGALT00000038214	TENM3
ENSGALG00000010706	ENSGALT00000043014	TENM3
ENSGALG00000010706	ENSGALT00000017416	TENM3
ENSGALG00000010716	ENSGALT00000017440	AGA
ENSGALG00000010719	ENSGALT00000017443	NEIL3
ENSGALG00000010732	ENSGALT00000017459	GALNTL6
ENSGALG00000010744	ENSGALT00000017482	GALNT7
ENSGALG00000010745	ENSGALT00000017483	HMGB2
ENSGALG00000010750	ENSGALT00000017488	SAP30
ENSGALG00000010755	ENSGALT00000017493	SCRG1
ENSGALG00000010764	ENSGALT00000017505	FBXO8
ENSGALG00000020201	ENSGALT00000032202	CEP44
ENSGALG00000010769	ENSGALT00000032201	HPGD
ENSGALG00000010781	ENSGALT00000017534	GLRA3
ENSGALG00000020199	ENSGALT00000032199	GPM6A
ENSGALG00000010815	ENSGALT00000017586	WDR17
ENSGALG00000010822	ENSGALT00000032196	SPATA4
ENSGALG00000010837	ENSGALT00000017617	ASB5
ENSGALG00000010839	ENSGALT00000017620	SPCS3
ENSGALG00000010847	ENSGALT00000017629	VEGFC
ENSGALG00000026691	ENSGALT00000043229	
ENSGALG00000028771	ENSGALT00000043341	CHIR-B4
ENSGALG00000010855	ENSGALT00000017642	MTHFD2L
ENSGALG00000010859	ENSGALT00000017657	EPGN
ENSGALG00000010864	ENSGALT00000017663	EREG
ENSGALG00000010866	ENSGALT00000017665	AREG
ENSGALG00000010878	ENSGALT00000017682	USO1
ENSGALG00000010882	ENSGALT00000017688	G3BP2
ENSGALG00000010883	ENSGALT00000017690	
ENSGALG00000010885	ENSGALT00000017693	BMP2K
ENSGALG00000010886	ENSGALT00000017695	PAQR3
ENSGALG00000010892	ENSGALT00000017703	ANTXR2
ENSGALG00000029055	ENSGALT00000042892	
ENSGALG00000026560	ENSGALT00000042800	PRDM8
ENSGALG00000010893	ENSGALT00000017716	FGF5
ENSGALG00000010898	ENSGALT00000017722	BMP3
ENSGALG00000010903	ENSGALT00000017734	RASGEF1B
ENSGALG00000026168	ENSGALT00000042808	
ENSGALG00000010909	ENSGALT00000017742	PRKG2
ENSGALG00000010921	ENSGALT00000038132	PKD2
ENSGALG00000010926	ENSGALT00000017775	SPP1
ENSGALG00000010927	ENSGALT00000017776	OC-116
ENSGALG00000010928	ENSGALT00000038126	IBSP
ENSGALG00000020195	ENSGALT00000032189	DMP1
ENSGALG00000010929	ENSGALT00000017778	SPARCL1
ENSGALG00000010932	ENSGALT00000017784	NUDT9
ENSGALG00000010963	ENSGALT00000017844	
ENSGALG00000010979	ENSGALT00000017886	
ENSGALG00000020194	ENSGALT00000032187	
ENSGALG00000011017	ENSGALT00000017951	KLHL8
ENSGALG00000011045	ENSGALT00000017992	AFF1
ENSGALG00000011078	ENSGALT00000018050	PTPN13
ENSGALG00000026539	ENSGALT00000046038	
ENSGALG00000029069	ENSGALT00000044063	AHNAK
ENSGALG00000026344	ENSGALT00000005320	
ENSGALG00000017781	ENSGALT00000028487	
ENSGALG00000027675	ENSGALT00000044573	
ENSGALG00000028902	ENSGALT00000043169	
ENSGALG00000028562	ENSGALT00000044394	
ENSGALG00000027411	ENSGALT00000045126	ANAPC15
ENSGALG00000012835	ENSGALT00000020936	SLC16A13
ENSGALG00000026746	ENSGALT00000043223	
ENSGALG00000025993	ENSGALT00000035544	
ENSGALG00000000194	ENSGALT00000000257	
ENSGALG00000011109	ENSGALT00000018097	MAPK10
ENSGALG00000028532	ENSGALT00000044953	FAM178B
ENSGALG00000026474	ENSGALT00000045504	
ENSGALG00000027914	ENSGALT00000045314	
ENSGALG00000026931	ENSGALT00000043418	MAP3K12
ENSGALG00000028112	ENSGALT00000042863	EIF3K
ENSGALG00000026289	ENSGALT00000044143	
ENSGALG00000026616	ENSGALT00000016667	
ENSGALG00000027327	ENSGALT00000043806	
ENSGALG00000013781	ENSGALT00000022380	MYH7
ENSGALG00000013781	ENSGALT00000040718	MYH7
ENSGALG00000011124	ENSGALT00000018134	ARHGAP24
ENSGALG00000013787	ENSGALT00000022387	NAA38
ENSGALG00000011130	ENSGALT00000018144	COPS4
ENSGALG00000000463	ENSGALT00000000632	DDX25
ENSGALG00000011133	ENSGALT00000018147	LIN54
ENSGALG00000027155	ENSGALT00000044896	THAP9
ENSGALG00000011165	ENSGALT00000018201	SEC31A
ENSGALG00000011165	ENSGALT00000045429	SEC31A
ENSGALG00000026044	ENSGALT00000044284	VPS37D
ENSGALG00000028577	ENSGALT00000044219	
ENSGALG00000025869	ENSGALT00000044798	
ENSGALG00000014539	ENSGALT00000023456	
ENSGALG00000014542	ENSGALT00000023461	WBSCR22
ENSGALG00000011175	ENSGALT00000018218	TMEM150C
ENSGALG00000024101	ENSGALT00000040702	DNAJC30
ENSGALG00000027614	ENSGALT00000042879	
ENSGALG00000028649	ENSGALT00000043583	
ENSGALG00000011178	ENSGALT00000018225	ENOPH1
ENSGALG00000000823	ENSGALT00000001197	
ENSGALG00000000837	ENSGALT00000001227	FKBP6
ENSGALG00000021696	ENSGALT00000001270	
ENSGALG00000023199	ENSGALT00000038016	HNRNPDL
ENSGALG00000013261	ENSGALT00000021658	ARHGEF11
ENSGALG00000011184	ENSGALT00000018234	HNRNPD
ENSGALG00000000891	ENSGALT00000001309	NSUN5
ENSGALG00000020193	ENSGALT00000032184	PLAC8
ENSGALG00000028036	ENSGALT00000045175	
ENSGALG00000011190	ENSGALT00000018245	
ENSGALG00000011196	ENSGALT00000018254	COQ2
ENSGALG00000021694	ENSGALT00000001368	
ENSGALG00000022613	ENSGALT00000036190	
ENSGALG00000029032	ENSGALT00000010294	
ENSGALG00000011203	ENSGALT00000018267	HPSE
ENSGALG00000018835	ENSGALT00000029722	RNF41
ENSGALG00000025854	ENSGALT00000045937	SLC39A5
ENSGALG00000000930	ENSGALT00000001367	HIP1
ENSGALG00000014283	ENSGALT00000023097	ANKRD52
ENSGALG00000026880	ENSGALT00000043924	CS
ENSGALG00000002779	ENSGALT00000044564	PAN2
ENSGALG00000002779	ENSGALT00000004388	PAN2
ENSGALG00000027972	ENSGALT00000028260	
ENSGALG00000026778	ENSGALT00000042849	
ENSGALG00000011208	ENSGALT00000018274	HELQ
ENSGALG00000027480	ENSGALT00000044960	
ENSGALG00000025860	ENSGALT00000044800	
ENSGALG00000023191	ENSGALT00000038003	MRPS18C
ENSGALG00000011210	ENSGALT00000018281	FAM175A
ENSGALG00000011221	ENSGALT00000018298	AGPAT9
ENSGALG00000026866	ENSGALT00000043171	TBKBP1
ENSGALG00000013702	ENSGALT00000022282	NPEPPS
ENSGALG00000013702	ENSGALT00000022281	NPEPPS
ENSGALG00000011227	ENSGALT00000018315	CDS1
ENSGALG00000011256	ENSGALT00000018367	WDFY3
ENSGALG00000000454	ENSGALT00000000616	KPNB1
ENSGALG00000013705	ENSGALT00000022286	SOCS7
ENSGALG00000029078	ENSGALT00000029184	
ENSGALG00000011266	ENSGALT00000018386	PPM1K
ENSGALG00000011266	ENSGALT00000018387	PPM1K
ENSGALG00000000956	ENSGALT00000001410	CCL4
ENSGALG00000000956	ENSGALT00000035206	CCL4
ENSGALG00000000956	ENSGALT00000040649	CCL4
ENSGALG00000011319	ENSGALT00000018468	ADGRL3
ENSGALG00000011336	ENSGALT00000018500	TECRL
ENSGALG00000000865	ENSGALT00000001274	
ENSGALG00000000951	ENSGALT00000040645	CCL4
ENSGALG00000000951	ENSGALT00000001404	CCL4
ENSGALG00000000951	ENSGALT00000040643	CCL4
ENSGALG00000000979	ENSGALT00000001447	
ENSGALG00000020186	ENSGALT00000032174	
ENSGALG00000011339	ENSGALT00000018503	IGFBP7
ENSGALG00000000974	ENSGALT00000001439	IGSF1
ENSGALG00000000983	ENSGALT00000001453	L3MBTL1
ENSGALG00000000990	ENSGALT00000001462	SRSF6
ENSGALG00000001026	ENSGALT00000023829	EPB41L1
ENSGALG00000001034	ENSGALT00000040660	C20H20ORF4
ENSGALG00000001046	ENSGALT00000001567	DLGAP4
ENSGALG00000011387	ENSGALT00000037965	POLR2B
ENSGALG00000020185	ENSGALT00000032173	NOA1
ENSGALG00000000984	ENSGALT00000001454	
ENSGALG00000024081	ENSGALT00000030938	TGIF2
ENSGALG00000028567	ENSGALT00000043998	MYL9
ENSGALG00000011390	ENSGALT00000018580	REST
ENSGALG00000001004	ENSGALT00000001482	
ENSGALG00000001054	ENSGALT00000001580	C20H20ORF24
ENSGALG00000001062	ENSGALT00000001589	GGT7
ENSGALG00000011395	ENSGALT00000018588	TMEM66
ENSGALG00000001182	ENSGALT00000001793	NCOA6
ENSGALG00000001209	ENSGALT00000001836	
ENSGALG00000001219	ENSGALT00000001850	PIGU
ENSGALG00000029033	ENSGALT00000043834	TLDC2
ENSGALG00000024482	ENSGALT00000041395	LEPROTL1
ENSGALG00000011403	ENSGALT00000018600	SRP72
ENSGALG00000001231	ENSGALT00000001868	SAMHD1
ENSGALG00000001332	ENSGALT00000002032	RBL1
ENSGALG00000026653	ENSGALT00000045113	ARL9
ENSGALG00000011404	ENSGALT00000037951	HOPX
ENSGALG00000026130	ENSGALT00000044459	
ENSGALG00000011415	ENSGALT00000018624	SPINK2
ENSGALG00000011419	ENSGALT00000037948	DUSP4
ENSGALG00000025826	ENSGALT00000045590	
ENSGALG00000011438	ENSGALT00000018652	TNKS
ENSGALG00000001023	ENSGALT00000001512	
ENSGALG00000021511	ENSGALT00000002030	CHD6
ENSGALG00000000944	ENSGALT00000001394	SUPT4H1
ENSGALG00000026537	ENSGALT00000044582	
ENSGALG00000011444	ENSGALT00000018662	MFHAS1
ENSGALG00000011448	ENSGALT00000018669	ERI1
ENSGALG00000001028	ENSGALT00000001524	RNF43
ENSGALG00000027686	ENSGALT00000044469	
ENSGALG00000027275	ENSGALT00000044365	PPP1R3B
ENSGALG00000023172	ENSGALT00000037928	
ENSGALG00000001420	ENSGALT00000044485	RALGAPB
ENSGALG00000001420	ENSGALT00000002165	RALGAPB
ENSGALG00000001031	ENSGALT00000001528	HSF5
ENSGALG00000001031	ENSGALT00000035184	HSF5
ENSGALG00000001042	ENSGALT00000001556	MTMR4
ENSGALG00000019003	ENSGALT00000029980	
ENSGALG00000011454	ENSGALT00000018677	MBOAT4
ENSGALG00000001492	ENSGALT00000002265	NDRG3
ENSGALG00000011455	ENSGALT00000032169	CL2
ENSGALG00000025948	ENSGALT00000045394	SLA2
ENSGALG00000011457	ENSGALT00000018681	CCNI
ENSGALG00000001522	ENSGALT00000002314	PHF20
ENSGALG00000001536	ENSGALT00000002335	
ENSGALG00000027956	ENSGALT00000045704	RBM39
ENSGALG00000001556	ENSGALT00000002365	ROMO1
ENSGALG00000027362	ENSGALT00000042628	
ENSGALG00000011476	ENSGALT00000018712	SEPT11
ENSGALG00000001049	ENSGALT00000001571	
ENSGALG00000023164	ENSGALT00000037917	SOWAHB
ENSGALG00000029043	ENSGALT00000045109	LGALS1
ENSGALG00000001627	ENSGALT00000044066	CPNE1
ENSGALG00000001627	ENSGALT00000044146	CPNE1
ENSGALG00000001627	ENSGALT00000002485	CPNE1
ENSGALG00000001056	ENSGALT00000001583	ABHD11
ENSGALG00000011487	ENSGALT00000018724	SHROOM3
ENSGALG00000027872	ENSGALT00000044413	FAM47E-STBD1
ENSGALG00000011499	ENSGALT00000018738	SCARB2
ENSGALG00000026762	ENSGALT00000046093	WBSCR27
ENSGALG00000001550	ENSGALT00000002354	
ENSGALG00000027416	ENSGALT00000044811	ROMO1
ENSGALG00000001568	ENSGALT00000002384	NFS1
ENSGALG00000001071	ENSGALT00000001603	ELN
ENSGALG00000001754	ENSGALT00000002696	
ENSGALG00000027834	ENSGALT00000046141	
ENSGALG00000026151	ENSGALT00000043752	
ENSGALG00000001694	ENSGALT00000002596	
ENSGALG00000001076	ENSGALT00000040584	LIMK1
ENSGALG00000011506	ENSGALT00000018760	NUP54
ENSGALG00000028193	ENSGALT00000045829	SEPT4
ENSGALG00000011524	ENSGALT00000018790	PPEF2
ENSGALG00000001095	ENSGALT00000035163	CCDC183
ENSGALG00000001710	ENSGALT00000002625	
ENSGALG00000027989	ENSGALT00000045256	
ENSGALG00000001110	ENSGALT00000001666	
ENSGALG00000027877	ENSGALT00000043619	
ENSGALG00000025874	ENSGALT00000044190	CPXM1
ENSGALG00000027971	ENSGALT00000044138	
ENSGALG00000011529	ENSGALT00000037904	NAAA
ENSGALG00000001122	ENSGALT00000001691	CALN1
ENSGALG00000013295	ENSGALT00000035893	BRD4
ENSGALG00000028734	ENSGALT00000044801	BRD4
ENSGALG00000001130	ENSGALT00000001706	WBSCR17
ENSGALG00000013303	ENSGALT00000021722	SLC27A1
ENSGALG00000027811	ENSGALT00000044641	
ENSGALG00000022430	ENSGALT00000036007	
ENSGALG00000013305	ENSGALT00000021729	NXNL1
ENSGALG00000026345	ENSGALT00000046009	GMIP
ENSGALG00000025965	ENSGALT00000044279	
ENSGALG00000026540	ENSGALT00000043236	
ENSGALG00000013417	ENSGALT00000021883	LPAR2
ENSGALG00000013419	ENSGALT00000021886	PBX4
ENSGALG00000011543	ENSGALT00000018826	SDAD1
ENSGALG00000013423	ENSGALT00000021892	DSN1
ENSGALG00000011551	ENSGALT00000018840	IGJ
ENSGALG00000011553	ENSGALT00000018842	UTP3
ENSGALG00000011564	ENSGALT00000018860	RUFY3
ENSGALG00000019283	ENSGALT00000043431	
ENSGALG00000011568	ENSGALT00000018869	GRSF1
ENSGALG00000011573	ENSGALT00000018879	MOB1B
ENSGALG00000001153	ENSGALT00000001731	AUTS2
ENSGALG00000013433	ENSGALT00000029792	MVB12A
ENSGALG00000001724	ENSGALT00000002645	
ENSGALG00000013439	ENSGALT00000021915	ATP13A1
ENSGALG00000026273	ENSGALT00000045856	
ENSGALG00000026114	ENSGALT00000045557	FBXL12
ENSGALG00000027206	ENSGALT00000043653	
ENSGALG00000001775	ENSGALT00000002729	CEP250
ENSGALG00000028501	ENSGALT00000044158	dCK
ENSGALG00000028350	ENSGALT00000044891	
ENSGALG00000011604	ENSGALT00000018948	SLC4A4
ENSGALG00000001166	ENSGALT00000001766	
ENSGALG00000020182	ENSGALT00000032166	
ENSGALG00000011612	ENSGALT00000018962	GC
ENSGALG00000026883	ENSGALT00000044600	
ENSGALG00000011616	ENSGALT00000018978	NPFFR2
ENSGALG00000011623	ENSGALT00000018988	ADAMTS3
ENSGALG00000026004	ENSGALT00000043242	
ENSGALG00000011626	ENSGALT00000018993	COX18
ENSGALG00000001174	ENSGALT00000001779	WBSCR16
ENSGALG00000001786	ENSGALT00000002753	GDF5
ENSGALG00000027856	ENSGALT00000044072	
ENSGALG00000001799	ENSGALT00000002775	UQCC
ENSGALG00000001189	ENSGALT00000035150	NCF1
ENSGALG00000021665	ENSGALT00000001925	GTF2I
ENSGALG00000011642	ENSGALT00000019023	ANKRD17
ENSGALG00000020180	ENSGALT00000019054	ALB
ENSGALG00000024014	ENSGALT00000040501	FAM83C
ENSGALG00000001811	ENSGALT00000002799	EIF6
ENSGALG00000024007	ENSGALT00000040490	
ENSGALG00000001884	ENSGALT00000002919	MMP24
ENSGALG00000011658	ENSGALT00000019056	
ENSGALG00000002030	ENSGALT00000003157	AHCY
ENSGALG00000011664	ENSGALT00000019068	RASSF6
ENSGALG00000026634	ENSGALT00000044787	TMED4
ENSGALG00000011668	ENSGALT00000019072	k60
ENSGALG00000026098	ENSGALT00000042745	IL8
ENSGALG00000024484	ENSGALT00000041397	
ENSGALG00000011680	ENSGALT00000019091	EPHA5
ENSGALG00000011680	ENSGALT00000037814	EPHA5
ENSGALG00000011683	ENSGALT00000037811	CENPC
ENSGALG00000011683	ENSGALT00000019101	CENPC
ENSGALG00000001263	ENSGALT00000001926	GTF2IRD1
ENSGALG00000011684	ENSGALT00000019102	STAP1
ENSGALG00000011762	ENSGALT00000019202	UBA6
ENSGALG00000026134	ENSGALT00000043388	
ENSGALG00000027120	ENSGALT00000044773	
ENSGALG00000001903	ENSGALT00000002942	MAP1LC3A
ENSGALG00000011792	ENSGALT00000019237	
ENSGALG00000011795	ENSGALT00000019246	YTHDC1
ENSGALG00000011805	ENSGALT00000019266	
ENSGALG00000001913	ENSGALT00000002964	DYNLRB1
ENSGALG00000001919	ENSGALT00000002972	
ENSGALG00000001957	ENSGALT00000003027	ITCH
ENSGALG00000021455	ENSGALT00000034646	Asip
ENSGALG00000021455	ENSGALT00000044768	Asip
ENSGALG00000002045	ENSGALT00000003180	EIF2B
ENSGALG00000002054	ENSGALT00000040421	RALY
ENSGALG00000025914	ENSGALT00000042797	
ENSGALG00000001313	ENSGALT00000001999	EIF4H
ENSGALG00000027604	ENSGALT00000045971	
ENSGALG00000002083	ENSGALT00000003248	PLIN3
ENSGALG00000002095	ENSGALT00000003268	CHMP4B
ENSGALG00000001363	ENSGALT00000002080	MYBBP1A
ENSGALG00000002968	ENSGALT00000034635	ZNF341
ENSGALG00000002968	ENSGALT00000004694	ZNF341
ENSGALG00000003042	ENSGALT00000004812	PXMP4
ENSGALG00000003045	ENSGALT00000043768	E2F1
ENSGALG00000003045	ENSGALT00000004815	E2F1
ENSGALG00000023122	ENSGALT00000019279	
ENSGALG00000003065	ENSGALT00000004840	NECAB3
ENSGALG00000023120	ENSGALT00000019283	SULT1B1
ENSGALG00000003096	ENSGALT00000004893	CBFA2T2
ENSGALG00000026824	ENSGALT00000043490	SNTA1
ENSGALG00000011812	ENSGALT00000019284	SULT1E1
ENSGALG00000011823	ENSGALT00000019298	FAT4
ENSGALG00000003106	ENSGALT00000034624	TOX2
ENSGALG00000003128	ENSGALT00000004945	EDEM2
ENSGALG00000003147	ENSGALT00000004975	TRPC4AP
ENSGALG00000007229	ENSGALT00000011699	PPP1R27
ENSGALG00000001387	ENSGALT00000002111	SPNS2
ENSGALG00000003157	ENSGALT00000012499	MYH7B
ENSGALG00000003281	ENSGALT00000005189	GSS
ENSGALG00000003362	ENSGALT00000005318	ACSS2
ENSGALG00000001410	ENSGALT00000002146	SPNS3
ENSGALG00000011831	ENSGALT00000019307	ANKRD50
ENSGALG00000011833	ENSGALT00000019309	SPRY1
ENSGALG00000011834	ENSGALT00000019311	NUDT6
ENSGALG00000011835	ENSGALT00000032154	bFGF
ENSGALG00000011835	ENSGALT00000032155	bFGF
ENSGALG00000011837	ENSGALT00000019318	BBS12
ENSGALG00000026741	ENSGALT00000044834	CETN1
ENSGALG00000011844	ENSGALT00000019327	IL21
ENSGALG00000011849	ENSGALT00000019334	interleukin-2
ENSGALG00000001441	ENSGALT00000040447	UBE2G1
ENSGALG00000001467	ENSGALT00000002223	ANKFY1
ENSGALG00000011862	ENSGALT00000019351	ADAD1
ENSGALG00000011869	ENSGALT00000019352	KIAA1109
ENSGALG00000011875	ENSGALT00000019370	TRPC3
ENSGALG00000011880	ENSGALT00000019385	BBS7
ENSGALG00000003409	ENSGALT00000005391	SOGA1
ENSGALG00000001479	ENSGALT00000002242	CYB5D2
ENSGALG00000001546	ENSGALT00000002350	ZZEF1
ENSGALG00000003488	ENSGALT00000005408	PTPRT
ENSGALG00000003494	ENSGALT00000005529	
ENSGALG00000011881	ENSGALT00000019387	CCNA2
ENSGALG00000003503	ENSGALT00000005541	MYBL2
ENSGALG00000011884	ENSGALT00000037761	EXOSC9
ENSGALG00000003523	ENSGALT00000005576	IFT52
ENSGALG00000011885	ENSGALT00000019391	ANXA5
ENSGALG00000003537	ENSGALT00000005593	SGK2
ENSGALG00000011890	ENSGALT00000019404	GPR103
ENSGALG00000011961	ENSGALT00000019506	TNIP3
ENSGALG00000001564	ENSGALT00000002375	ATP2A3
ENSGALG00000011962	ENSGALT00000019508	NDNF
ENSGALG00000011963	ENSGALT00000019510	PRDM5
ENSGALG00000011967	ENSGALT00000019519	MAD2L1
ENSGALG00000001573	ENSGALT00000035122	P2X1
ENSGALG00000001617	ENSGALT00000002468	CAMKK1
ENSGALG00000003541	ENSGALT00000005603	SLC32A1
ENSGALG00000003550	ENSGALT00000005616	ARHGAP40
ENSGALG00000011974	ENSGALT00000019533	RPL7L1
ENSGALG00000003559	ENSGALT00000005634	ACTR5
ENSGALG00000011982	ENSGALT00000019550	PDE5A
ENSGALG00000011986	ENSGALT00000019554	FABP2
ENSGALG00000003568	ENSGALT00000005651	PPP1R16B
ENSGALG00000011990	ENSGALT00000019558	USP53
ENSGALG00000011991	ENSGALT00000019560	MYOZ2
ENSGALG00000011994	ENSGALT00000019566	SYNPO2
ENSGALG00000003097	ENSGALT00000004894	FAM83D
ENSGALG00000011998	ENSGALT00000019581	SEC24D
ENSGALG00000003658	ENSGALT00000005796	DHX35
ENSGALG00000012000	ENSGALT00000046068	METTL14
ENSGALG00000012000	ENSGALT00000019584	METTL14
ENSGALG00000001649	ENSGALT00000002517	DERL2
ENSGALG00000012004	ENSGALT00000019591	PRSS12
ENSGALG00000001630	ENSGALT00000040382	
ENSGALG00000012010	ENSGALT00000019599	NDST3
ENSGALG00000001654	ENSGALT00000002525	C1QBP
ENSGALG00000012015	ENSGALT00000019606	NDST4
ENSGALG00000012018	ENSGALT00000019611	CGT
ENSGALG00000012019	ENSGALT00000019613	ARSJ
ENSGALG00000012036	ENSGALT00000019642	CAMK2D
ENSGALG00000012036	ENSGALT00000037701	CAMK2D
ENSGALG00000012044	ENSGALT00000019661	chAnk2
ENSGALG00000001666	ENSGALT00000002552	RPAIN
ENSGALG00000001719	ENSGALT00000002637	NUP88
ENSGALG00000003670	ENSGALT00000005816	
