Gene stable ID	Transcript stable ID	Gene name
YLR183C	YLR183C	TOS4
YIR024C	YIR024C	INA22
YCR038C	YCR038C	BUD5
YOL155C	YOL155C	HPF1
YIL009C-A	YIL009C-A	EST3
YJR040W	YJR040W	GEF1
YJL037W	YJL037W	IRC18
YOR059C	YOR059C	LPL1
YMR325W	YMR325W	PAU19
YGL149W	YGL149W	
YGR271W	YGR271W	SLH1
YGR173W	YGR173W	RBG2
YNR002C	YNR002C	ATO2
YMR172C-A	YMR172C-A	
YIL158W	YIL158W	AIM20
YBR086C	YBR086C	IST2
YLR361C-A	YLR361C-A	
YOR027W	YOR027W	STI1
YER048W-A	YER048W-A	ISD11
YML090W	YML090W	
YDR210W-B	YDR210W-B	
YHR164C	YHR164C	DNA2
YGR278W	YGR278W	CWC22
Q0085	Q0085	ATP6
YPR150W	YPR150W	
YKL204W	YKL204W	EAP1
YDR462W	YDR462W	MRPL28
YMR273C	YMR273C	ZDS1
YJL162C	YJL162C	JJJ2
YMR175W-A	YMR175W-A	
YLL054C	YLL054C	
YDL055C	YDL055C	PSA1
YPR080W	YPR080W	TEF1
YFL017W-A	YFL017W-A	SMX2
YOL019W	YOL019W	
YGL127C	YGL127C	SOH1
YLR266C	YLR266C	PDR8
YGR268C	YGR268C	HUA1
YHL033C	YHL033C	RPL8A
YGL063C-A	YGL063C-A	
YKR076W	YKR076W	ECM4
YJR130C	YJR130C	STR2
YEL007W	YEL007W	MIT1
YMR285C	YMR285C	NGL2
YBR104W	YBR104W	YMC2
YPL263C	YPL263C	KEL3
YER096W	YER096W	SHC1
YOR325W	YOR325W	
YIL128W	YIL128W	MET18
YDR311W	YDR311W	TFB1
YKL088W	YKL088W	CAB3
YJL046W	YJL046W	AIM22
YLR228C	YLR228C	ECM22
YER053C-A	YER053C-A	
YKL056C	YKL056C	TMA19
YPL037C	YPL037C	EGD1
YDR459C	YDR459C	PFA5
YOR357C	YOR357C	SNX3
YNR004W	YNR004W	SWM2
YNL192W	YNL192W	CHS1
YGL068W	YGL068W	MNP1
YNL339W-B	YNL339W-B	
YKL096C-B	YKL096C-B	
YDL157C	YDL157C	
YOR007C	YOR007C	SGT2
YJL029C	YJL029C	VPS53
YBR105C	YBR105C	VID24
YDL013W	YDL013W	SLX5
YJR052W	YJR052W	RAD7
YGL200C	YGL200C	EMP24
YNL194C	YNL194C	
YDR260C	YDR260C	SWM1
YPL012W	YPL012W	RRP12
YBL047C	YBL047C	EDE1
YKR001C	YKR001C	VPS1
YNR072W	YNR072W	HXT17
YLR157W-E	YLR157W-E	
YBR154C	YBR154C	RPB5
YPL156C	YPL156C	PRM4
YKL048C	YKL048C	ELM1
YJL020C	YJL020C	BBC1
YPL105C	YPL105C	SYH1
YLR251W	YLR251W	SYM1
YHR049C-A	YHR049C-A	
YGR113W	YGR113W	DAM1
YEL018C-A	YEL018C-A	
YHL006W-A	YHL006W-A	
YGL008C	YGL008C	PMA1
YBR253W	YBR253W	SRB6
YLR212C	YLR212C	TUB4
YCR020C	YCR020C	PET18
YDR340W	YDR340W	
YJR141W	YJR141W	
YHR060W	YHR060W	VMA22
YDR361C	YDR361C	BCP1
YPL009C	YPL009C	TAE2
YNL027W	YNL027W	CRZ1
YNL065W	YNL065W	AQR1
YNL211C	YNL211C	
YHL038C	YHL038C	CBP2
YPL070W	YPL070W	MUK1
YOL111C	YOL111C	MDY2
YDR075W	YDR075W	PPH3
YER009W	YER009W	NTF2
YMR219W	YMR219W	ESC1
YFL034C-B	YFL034C-B	MOB2
YIR011C	YIR011C	STS1
YMR297W	YMR297W	PRC1
YIL139C	YIL139C	REV7
YJR021C	YJR021C	REC107
YDR254W	YDR254W	CHL4
YNL301C	YNL301C	RPL18B
YPL005W	YPL005W	AEP3
YGL105W	YGL105W	ARC1
YBR255C-A	YBR255C-A	
YDL224C	YDL224C	WHI4
YKL188C	YKL188C	PXA2
YGR090W	YGR090W	UTP22
YKL062W	YKL062W	MSN4
YER044C	YER044C	ERG28
YNL315C	YNL315C	ATP11
YLL049W	YLL049W	LDB18
YKL216W	YKL216W	URA1
YJL158C	YJL158C	CIS3
YDR162C	YDR162C	NBP2
YCR024C-B	YCR024C-B	
YJL202C	YJL202C	
YCR059C	YCR059C	YIH1
YDL183C	YDL183C	
YKR046C	YKR046C	PET10
YCL039W	YCL039W	GID7
YER140W	YER140W	EMP65
YPL069C	YPL069C	BTS1
YOR386W	YOR386W	PHR1
YLR365W	YLR365W	
YPL151C	YPL151C	PRP46
YNL042W	YNL042W	BOP3
YHR207C	YHR207C	SET5
YCR064C	YCR064C	
YDR171W	YDR171W	HSP42
YPL157W	YPL157W	TGS1
YLR227W-A	YLR227W-A	
YDR479C	YDR479C	PEX29
YAL034W-A	YAL034W-A	MTW1
YBR013C	YBR013C	
YOR258W	YOR258W	HNT3
YNR057C	YNR057C	BIO4
YJL113W	YJL113W	
YIL015W	YIL015W	BAR1
YGR161W-C	YGR161W-C	
YHR127W	YHR127W	
YFL018C	YFL018C	LPD1
YNL328C	YNL328C	MDJ2
YCL049C	YCL049C	
YLR072W	YLR072W	
YHR111W	YHR111W	UBA4
YGL055W	YGL055W	OLE1
YBR288C	YBR288C	APM3
YOL055C	YOL055C	THI20
YOR347C	YOR347C	PYK2
YGL065C	YGL065C	ALG2
YHR013C	YHR013C	ARD1
YOR307C	YOR307C	SLY41
YAL042C-A	YAL042C-A	
YNL144C	YNL144C	
YIR038C	YIR038C	GTT1
YLR230W	YLR230W	
YAL046C	YAL046C	AIM1
YPL193W	YPL193W	RSA1
YER147C-A	YER147C-A	
YJL045W	YJL045W	
YGR208W	YGR208W	SER2
YDR347W	YDR347W	MRP1
YER190C-B	YER190C-B	
YKR078W	YKR078W	
YDR201W	YDR201W	SPC19
YPR087W	YPR087W	VPS69
YLR027C	YLR027C	AAT2
YOR275C	YOR275C	RIM20
YML077W	YML077W	BET5
YGL245W	YGL245W	GUS1
YHR058C	YHR058C	MED6
YPR181C	YPR181C	SEC23
YDL025W-A	YDL025W-A	
YER190W	YER190W	YRF1-2
YBR106W	YBR106W	PHO88
YHR018C	YHR018C	ARG4
YPL197C	YPL197C	
YBR170C	YBR170C	NPL4
YMR304W	YMR304W	UBP15
YDL211C	YDL211C	
YPL078C	YPL078C	ATP4
YDR273W	YDR273W	DON1
YOL007C	YOL007C	CSI2
YDR399W	YDR399W	HPT1
YLR064W	YLR064W	PER33
YKL181W	YKL181W	PRS1
YML047W-A	YML047W-A	
YGR192C	YGR192C	TDH3
YGL045W	YGL045W	RIM8
YDL078C	YDL078C	MDH3
YOL041C	YOL041C	NOP12
YMR226C	YMR226C	
YHR200W	YHR200W	RPN10
YDR524C	YDR524C	AGE1
YLR111W	YLR111W	
YBR219C	YBR219C	
YMR122C	YMR122C	
YGR270W	YGR270W	YTA7
YPR125W	YPR125W	YLH47
YEL046C	YEL046C	GLY1
YIR015W	YIR015W	RPR2
YGR136W	YGR136W	LSB1
YMR242C	YMR242C	RPL20A
YLR379W	YLR379W	
YDR204W	YDR204W	COQ4
YPL161C	YPL161C	BEM4
YMR145C	YMR145C	NDE1
YIR017W-A	YIR017W-A	
YLL031C	YLL031C	GPI13
YDR300C	YDR300C	PRO1
YLR229C	YLR229C	CDC42
YLR421C	YLR421C	RPN13
YJR151C	YJR151C	DAN4
YMR307C-A	YMR307C-A	
YPL096W	YPL096W	PNG1
YML038C	YML038C	YMD8
YJL082W	YJL082W	IML2
YIL006W	YIL006W	YIA6
YLR392C	YLR392C	ART10
YGR075C	YGR075C	PRP38
YBR268W	YBR268W	MRPL37
YDR316W	YDR316W	OMS1
YNR070W	YNR070W	PDR18
YKR020W	YKR020W	VPS51
YOL164W-A	YOL164W-A	
YPR142C	YPR142C	
YNL145W	YNL145W	MFA2
YHR068W	YHR068W	DYS1
YEL010W	YEL010W	
YOL013W-B	YOL013W-B	
YGL160W	YGL160W	AIM14
YGR042W	YGR042W	
YDR430C	YDR430C	CYM1
YPR160W	YPR160W	GPH1
YER007W	YER007W	PAC2
YGR095C	YGR095C	RRP46
YCR041W	YCR041W	
YFL033C	YFL033C	RIM15
YDL089W	YDL089W	NUR1
YDR522C	YDR522C	SPS2
YEL062W	YEL062W	NPR2
YBR026C	YBR026C	ETR1
YLR143W	YLR143W	DPH6
YMR125W	YMR125W	STO1
YLR126C	YLR126C	
YGL086W	YGL086W	MAD1
YNL129W	YNL129W	NRK1
YGL048C	YGL048C	RPT6
YER106W	YER106W	MAM1
YBR083W	YBR083W	TEC1
YJR012C	YJR012C	
YGR169C	YGR169C	PUS6
YDR509W	YDR509W	
Q0010	Q0010	
YMR074C	YMR074C	
YJL127W-A	YJL127W-A	
YDR341C	YDR341C	
YDR521W	YDR521W	
YMR269W	YMR269W	TMA23
YJR112W-A	YJR112W-A	
YHR138C	YHR138C	
YBL039C-A	YBL039C-A	
YFL021W	YFL021W	GAT1
YPL144W	YPL144W	POC4
YML026C	YML026C	RPS18B
YEL053C	YEL053C	MAK10
YHL020C	YHL020C	OPI1
YGR106C	YGR106C	VOA1
YLR444C	YLR444C	
YJR128W	YJR128W	
YMR194C-B	YMR194C-B	CMC4
YLR452C	YLR452C	SST2
YMR005W	YMR005W	TAF4
YOL099C	YOL099C	
YLR363C	YLR363C	NMD4
YIL023C	YIL023C	YKE4
YGL115W	YGL115W	SNF4
YKL138C	YKL138C	MRPL31
YOL109W	YOL109W	ZEO1
YGL002W	YGL002W	ERP6
YOR312C	YOR312C	RPL20B
YLR179C	YLR179C	
YNL230C	YNL230C	ELA1
YHL028W	YHL028W	WSC4
YCR015C	YCR015C	
YPR199C	YPR199C	ARR1
YMR313C	YMR313C	TGL3
YLR361C	YLR361C	DCR2
YBR077C	YBR077C	SLM4
YOR298W	YOR298W	MUM3
YDR380W	YDR380W	ARO10
YMR135W-A	YMR135W-A	
YGL226C-A	YGL226C-A	OST5
YDL177C	YDL177C	
YOL084W	YOL084W	PHM7
YLR069C	YLR069C	MEF1
YDR060W	YDR060W	MAK21
YDL096C	YDL096C	OPI6
YGR149W	YGR149W	
YPL213W	YPL213W	LEA1
YPL203W	YPL203W	TPK2
YLL041C	YLL041C	SDH2
YGL258W-A	YGL258W-A	
YBL026W	YBL026W	LSM2
YBR076C-A	YBR076C-A	
YNR021W	YNR021W	
YGR080W	YGR080W	TWF1
YBL055C	YBL055C	
YBR195C	YBR195C	MSI1
YCR096C	YCR096C	HMRA2
YIL172C	YIL172C	IMA3
YPL191C	YPL191C	
YMR013C	YMR013C	SEC59
YPL148C	YPL148C	PPT2
YFL038C	YFL038C	YPT1
YPL088W	YPL088W	
YPL240C	YPL240C	HSP82
YIL037C	YIL037C	PRM2
YGL145W	YGL145W	TIP20
YLR232W	YLR232W	
YNL004W	YNL004W	HRB1
YPR060C	YPR060C	ARO7
YEL018W	YEL018W	EAF5
YEL043W	YEL043W	
YHR069C	YHR069C	RRP4
YLR323C	YLR323C	CWC24
YGL172W	YGL172W	NUP49
YPL053C	YPL053C	KTR6
YJR070C	YJR070C	LIA1
YPL283C	YPL283C	YRF1-7
YDL143W	YDL143W	CCT4
YDR257C	YDR257C	RKM4
YKL162C	YKL162C	
YHL027W	YHL027W	RIM101
YAR068W	YAR068W	
YMR290C	YMR290C	HAS1
YGR296C-A	YGR296C-A	
YDL021W	YDL021W	GPM2
YDR452W	YDR452W	PPN1
YPL211W	YPL211W	NIP7
YBR074W	YBR074W	PFF1
YAL038W	YAL038W	CDC19
YBL071W-A	YBL071W-A	KTI11
YMR024W	YMR024W	MRPL3
YOL047C	YOL047C	LDS2
YDL018C	YDL018C	ERP3
YLR147C	YLR147C	SMD3
YIL061C	YIL061C	SNP1
YML012W	YML012W	ERV25
YHR187W	YHR187W	IKI1
Q0250	Q0250	COX2
YGR155W	YGR155W	CYS4
YLR155C	YLR155C	ASP3-1
YLR136C	YLR136C	TIS11
YKR015C	YKR015C	
YDL060W	YDL060W	TSR1
YLR320W	YLR320W	MMS22
YIL069C	YIL069C	RPS24B
YHR075C	YHR075C	PPE1
YIL085C	YIL085C	KTR7
YGL195W	YGL195W	GCN1
YDR062W	YDR062W	LCB2
YOL119C	YOL119C	MCH4
YJR105W	YJR105W	ADO1
YNL289W	YNL289W	PCL1
YER161C	YER161C	SPT2
YNR036C	YNR036C	MRPS12
YAL067C	YAL067C	SEO1
YMR247C	YMR247C	RKR1
YOR316C-A	YOR316C-A	
YJL096W	YJL096W	MRPL49
YMR111C	YMR111C	
YBR136W	YBR136W	MEC1
YKL059C	YKL059C	MPE1
YGR018C	YGR018C	
YMR090W	YMR090W	
YNR061C	YNR061C	
YGR119C	YGR119C	NUP57
YGR235C	YGR235C	MIC26
YER121W	YER121W	
YJL204C	YJL204C	RCY1
YER180C-A	YER180C-A	SLO1
YMR294W-A	YMR294W-A	
YGR209C	YGR209C	TRX2
YMR306C-A	YMR306C-A	
YNL154C	YNL154C	YCK2
YDL012C	YDL012C	
YBL064C	YBL064C	PRX1
YDL181W	YDL181W	INH1
YOR392W	YOR392W	
YMR133W	YMR133W	REC114
YKL029C	YKL029C	MAE1
YPR106W	YPR106W	ISR1
YNL039W	YNL039W	BDP1
YDL149W	YDL149W	ATG9
YER170W	YER170W	ADK2
YDR009W	YDR009W	GAL3
YBR282W	YBR282W	MRPL27
YGR187C	YGR187C	HGH1
YLR007W	YLR007W	NSE1
YPL269W	YPL269W	KAR9
Q0110	Q0110	BI2
YER013W	YER013W	PRP22
YER060W	YER060W	FCY21
YDR407C	YDR407C	TRS120
YHR137W	YHR137W	ARO9
YHL034W-A	YHL034W-A	
YGL009C	YGL009C	LEU1
YGR058W	YGR058W	PEF1
YIR041W	YIR041W	PAU15
YIL008W	YIL008W	URM1
YBR192W	YBR192W	RIM2
YHR101C	YHR101C	BIG1
YDR279W	YDR279W	RNH202
YBL009W	YBL009W	ALK2
YER029C	YER029C	SMB1
YLR243W	YLR243W	GPN3
YOL048C	YOL048C	RRT8
YJL025W	YJL025W	RRN7
YDR427W	YDR427W	RPN9
YDR246W	YDR246W	TRS23
YLR187W	YLR187W	SKG3
YER182W	YER182W	FMP10
YDL024C	YDL024C	DIA3
YMR137C	YMR137C	PSO2
YNL163C	YNL163C	RIA1
YMR228W	YMR228W	MTF1
YOL148C	YOL148C	SPT20
YJR069C	YJR069C	HAM1
YDR411C	YDR411C	DFM1
YBR232C	YBR232C	
YIL066C	YIL066C	RNR3
YNL061W	YNL061W	NOP2
YDR309C	YDR309C	GIC2
YER095W	YER095W	RAD51
YCR054C	YCR054C	CTR86
YDR499W	YDR499W	LCD1
YJL138C	YJL138C	TIF2
YJL063C	YJL063C	MRPL8
YKR004C	YKR004C	ECM9
YMR206W	YMR206W	
YER092W	YER092W	IES5
YLR410W	YLR410W	VIP1
YMR154C	YMR154C	RIM13
YBR101C	YBR101C	FES1
YDR544C	YDR544C	
YIL042C	YIL042C	PKP1
YOL004W	YOL004W	SIN3
YHR112C	YHR112C	
YGL029W	YGL029W	CGR1
YPL261C	YPL261C	
YGR160W	YGR160W	
YJR060W	YJR060W	CBF1
YDR437W	YDR437W	GPI19
YHL022C	YHL022C	SPO11
YGR017W	YGR017W	
YGL175C	YGL175C	SAE2
YIL124W	YIL124W	AYR1
YLR305C	YLR305C	STT4
YOR343C	YOR343C	
YGR234W	YGR234W	YHB1
YCR004C	YCR004C	YCP4
YKL115C	YKL115C	
YKL028W	YKL028W	TFA1
YPR173C	YPR173C	VPS4
YAL011W	YAL011W	SWC3
YPR137W	YPR137W	RRP9
YJL108C	YJL108C	PRM10
YHR039C-A	YHR039C-A	VMA10
YLR238W	YLR238W	FAR10
YNL067W	YNL067W	RPL9B
YEL016C	YEL016C	NPP2
YEL020C	YEL020C	
YLR020C	YLR020C	YEH2
YPL060W	YPL060W	MFM1
YER087W	YER087W	AIM10
YIL156W-B	YIL156W-B	
YOL087C	YOL087C	DUF1
YNL304W	YNL304W	YPT11
YHR056C	YHR056C	RSC30
YNL092W	YNL092W	
YJR110W	YJR110W	YMR1
YKL033W	YKL033W	TTI1
YPL152W	YPL152W	RRD2
YLR427W	YLR427W	MAG2
YHR214W	YHR214W	
YLR049C	YLR049C	
YBR025C	YBR025C	OLA1
YGL243W	YGL243W	TAD1
YNL208W	YNL208W	
YER055C	YER055C	HIS1
YHR065C	YHR065C	RRP3
YJR123W	YJR123W	RPS5
YDR405W	YDR405W	MRP20
YNL128W	YNL128W	TEP1
YGL163C	YGL163C	RAD54
YDR426C	YDR426C	
YMR139W	YMR139W	RIM11
YDR442W	YDR442W	
YJL128C	YJL128C	PBS2
YDL217C	YDL217C	TIM22
YJR002W	YJR002W	MPP10
YOL085C	YOL085C	
YPL094C	YPL094C	SEC62
YJL157C	YJL157C	FAR1
YER120W	YER120W	SCS2
YAL037C-A	YAL037C-A	
YGL207W	YGL207W	SPT16
YDR516C	YDR516C	EMI2
YLR315W	YLR315W	NKP2
YPL106C	YPL106C	SSE1
YFR042W	YFR042W	KEG1
YLR256W	YLR256W	HAP1
YPR191W	YPR191W	QCR2
YJR029W	YJR029W	
YMR241W	YMR241W	YHM2
YNR077C	YNR077C	
YOR147W	YOR147W	MDM32
YJL189W	YJL189W	RPL39
YAL059C-A	YAL059C-A	
YHR079C-A	YHR079C-A	SAE3
YBR260C	YBR260C	RGD1
YLR396C	YLR396C	VPS33
YOL079W	YOL079W	
YNR037C	YNR037C	RSM19
YPL243W	YPL243W	SRP68
YDL109C	YDL109C	
YBR018C	YBR018C	GAL7
YLR440C	YLR440C	SEC39
YDL248W	YDL248W	COS7
YCR043C	YCR043C	
YBR054W	YBR054W	YRO2
YPL270W	YPL270W	MDL2
YNL164C	YNL164C	IBD2
YNL062C	YNL062C	GCD10
YML106W	YML106W	URA5
YMR003W	YMR003W	AIM34
YMR298W	YMR298W	LIP1
YGR296W	YGR296W	YRF1-3
YIL029W-A	YIL029W-A	
YMR037C	YMR037C	MSN2
YHR012W	YHR012W	VPS29
YKL094W	YKL094W	YJU3
YOR066W	YOR066W	MSA1
YDR497C	YDR497C	ITR1
YLR367W	YLR367W	RPS22B
YOR129C	YOR129C	AFI1
YOL161C	YOL161C	PAU20
YJL027C	YJL027C	
YJR147W	YJR147W	HMS2
YDR409W	YDR409W	SIZ1
YDR041W	YDR041W	RSM10
YMR272C	YMR272C	SCS7
YJL039C	YJL039C	NUP192
YKL143W	YKL143W	LTV1
YDR307W	YDR307W	PMT7
YDL081C	YDL081C	RPP1A
YBL100C	YBL100C	
YIL019W	YIL019W	FAF1
YIL082W-A	YIL082W-A	
YDR390C	YDR390C	UBA2
YNL041C	YNL041C	COG6
YDL201W	YDL201W	TRM8
YMR028W	YMR028W	TAP42
YNL200C	YNL200C	
YKR041W	YKR041W	
YER073W	YER073W	ALD5
YGR144W	YGR144W	THI4
YEL006W	YEL006W	YEA6
YKL225W	YKL225W	
YJR007W	YJR007W	SUI2
YBR053C	YBR053C	
YNL238W	YNL238W	KEX2
YCR073W-A	YCR073W-A	SOL2
YGL109W	YGL109W	
YJL075C	YJL075C	APQ13
YHR211W	YHR211W	FLO5
YOR269W	YOR269W	PAC1
YML039W	YML039W	
YLL060C	YLL060C	GTT2
YDR500C	YDR500C	RPL37B
YPL163C	YPL163C	SVS1
YKL118W	YKL118W	
YLL003W	YLL003W	SFI1
YBR103C-A	YBR103C-A	
YAL064W-B	YAL064W-B	
YMR258C	YMR258C	ROY1
YML125C	YML125C	PGA3
YML069W	YML069W	POB3
YOL057W	YOL057W	
YKL145W	YKL145W	RPT1
YPL283W-B	YPL283W-B	
YFR030W	YFR030W	MET10
YGR146C	YGR146C	ECL1
YIL150C	YIL150C	MCM10
YDL126C	YDL126C	CDC48
YDL006W	YDL006W	PTC1
YOL083C-A	YOL083C-A	
YMR025W	YMR025W	CSI1
YGR287C	YGR287C	IMA1
YOR227W	YOR227W	HER1
YDL233W	YDL233W	MFG1
YCL057C-A	YCL057C-A	MIC10
YOR362C	YOR362C	PRE10
YNL266W	YNL266W	
YMR276W	YMR276W	DSK2
YOR217W	YOR217W	RFC1
YGR061C	YGR061C	ADE6
YBR049C	YBR049C	REB1
YML124C	YML124C	TUB3
YPL246C	YPL246C	RBD2
YDL178W	YDL178W	DLD2
YOR111W	YOR111W	
YLR156W	YLR156W	
YLR152C	YLR152C	
YLR431C	YLR431C	ATG23
YMR096W	YMR096W	SNZ1
YNL240C	YNL240C	NAR1
YKL019W	YKL019W	RAM2
YGR168C	YGR168C	
YGR027C	YGR027C	RPS25A
YGL250W	YGL250W	RMR1
YJL048C	YJL048C	UBX6
Q0105	Q0105	COB
YEL031W	YEL031W	SPF1
YDL147W	YDL147W	RPN5
YJL129C	YJL129C	TRK1
YJL188C	YJL188C	BUD19
YKL191W	YKL191W	DPH2
YDR320C-A	YDR320C-A	DAD4
YIL099W	YIL099W	SGA1
YJR135C	YJR135C	MCM22
YBR102C	YBR102C	EXO84
YGR161C-C	YGR161C-C	
YIR013C	YIR013C	GAT4
YDR144C	YDR144C	MKC7
YIL094C	YIL094C	LYS12
YIL002W-A	YIL002W-A	
YMR032W	YMR032W	HOF1
YAL049C	YAL049C	AIM2
YPL112C	YPL112C	PEX25
YJL077W-A	YJL077W-A	
YMR078C	YMR078C	CTF18
YJL085W	YJL085W	EXO70
YKL209C	YKL209C	STE6
YKL128C	YKL128C	PMU1
YMR010W	YMR010W	
YBR193C	YBR193C	MED8
YCR023C	YCR023C	
YHL009C	YHL009C	YAP3
YDL086W	YDL086W	
YOR201C	YOR201C	MRM1
YPR109W	YPR109W	
YIL038C	YIL038C	NOT3
YDR001C	YDR001C	NTH1
YPL137C	YPL137C	GIP3
YML082W	YML082W	
YJL004C	YJL004C	SYS1
YNL269W	YNL269W	BSC4
YPL233W	YPL233W	NSL1
YOR218C	YOR218C	
YOR286W	YOR286W	RDL2
YOR315W	YOR315W	SFG1
YNL010W	YNL010W	
YIL087C	YIL087C	AIM19
YJL070C	YJL070C	
YKR100C	YKR100C	SKG1
YLR388W	YLR388W	RPS29A
YNL079C	YNL079C	TPM1
YHR061C	YHR061C	GIC1
YLR415C	YLR415C	
YHR104W	YHR104W	GRE3
YLL008W	YLL008W	DRS1
YPL111W	YPL111W	CAR1
YPR123C	YPR123C	
YFL067W	YFL067W	
YBR158W	YBR158W	AMN1
YGL146C	YGL146C	RRT6
YER043C	YER043C	SAH1
YEL077W-A	YEL077W-A	
YBR182C	YBR182C	SMP1
YDL016C	YDL016C	
YMR054W	YMR054W	STV1
YPR015C	YPR015C	
YER026C	YER026C	CHO1
YDR264C	YDR264C	AKR1
YOL036W	YOL036W	
YMR231W	YMR231W	PEP5
YDL139C	YDL139C	SCM3
YPR100W	YPR100W	MRPL51
YDR095C	YDR095C	
YOL028C	YOL028C	YAP7
YKL149C	YKL149C	DBR1
YNR033W	YNR033W	ABZ1
YBL093C	YBL093C	ROX3
YBR072C-A	YBR072C-A	
YPR122W	YPR122W	AXL1
YOL009C	YOL009C	MDM12
YEL075W-A	YEL075W-A	
YER124C	YER124C	DSE1
YBR209W	YBR209W	
YGR253C	YGR253C	PUP2
YHR214C-D	YHR214C-D	
YOL158C	YOL158C	ENB1
YDR055W	YDR055W	PST1
YMR190C	YMR190C	SGS1
YDL110C	YDL110C	TMA17
YNL187W	YNL187W	SWT21
YNL274C	YNL274C	GOR1
YOR049C	YOR049C	RSB1
YGR051C	YGR051C	
YMR027W	YMR027W	
YGR135W	YGR135W	PRE9
YIL044C	YIL044C	AGE2
YJR032W	YJR032W	CPR7
YPL257W-B	YPL257W-B	
YJL211C	YJL211C	
YDR419W	YDR419W	RAD30
YBR011C	YBR011C	IPP1
YBR110W	YBR110W	ALG1
YEL028W	YEL028W	
YGR089W	YGR089W	NNF2
YOR009W	YOR009W	TIR4
YLR247C	YLR247C	IRC20
YEL067C	YEL067C	
YDR266C	YDR266C	HEL2
YPR036W-A	YPR036W-A	SPO24
YDR512C	YDR512C	EMI1
YPL208W	YPL208W	RKM1
YLR450W	YLR450W	HMG2
YML051W	YML051W	GAL80
YOR319W	YOR319W	HSH49
YCL014W	YCL014W	BUD3
YGL117W	YGL117W	
YFL010W-A	YFL010W-A	AUA1
YLR371W	YLR371W	ROM2
YDL051W	YDL051W	LHP1
YAL056C-A	YAL056C-A	
YLL040C	YLL040C	VPS13
YKR070W	YKR070W	
YHR081W	YHR081W	LRP1
YJL072C	YJL072C	PSF2
YDR090C	YDR090C	
YOR061W	YOR061W	CKA2
YOR318C	YOR318C	
YDR038C	YDR038C	ENA5
YPL256C	YPL256C	CLN2
YDR040C	YDR040C	ENA1
YNL024C	YNL024C	
YOR070C	YOR070C	GYP1
YJL217W	YJL217W	REE1
YLL066W-B	YLL066W-B	
YGL093W	YGL093W	SPC105
YLR397C	YLR397C	AFG2
YDR523C	YDR523C	SPS1
YHL017W	YHL017W	
YKL098W	YKL098W	MTC2
YCR008W	YCR008W	SAT4
YOR204W	YOR204W	DED1
YMR046W-A	YMR046W-A	
YOR298C-A	YOR298C-A	MBF1
YOL059W	YOL059W	GPD2
YOR250C	YOR250C	CLP1
YGR110W	YGR110W	CLD1
YHL036W	YHL036W	MUP3
YOR165W	YOR165W	SEY1
YJR088C	YJR088C	EMC2
YCR014C	YCR014C	POL4
YLR378C	YLR378C	SEC61
YHR020W	YHR020W	
YMR235C	YMR235C	RNA1
YGL099W	YGL099W	LSG1
YBL050W	YBL050W	SEC17
YJR039W	YJR039W	
YHR069C-A	YHR069C-A	
YJL148W	YJL148W	RPA34
YEL075C	YEL075C	
YNL185C	YNL185C	MRPL19
YFR036W	YFR036W	CDC26
YMR067C	YMR067C	UBX4
YML086C	YML086C	ALO1
YDR016C	YDR016C	DAD1
YMR167W	YMR167W	MLH1
YGR062C	YGR062C	COX18
YOR122C	YOR122C	PFY1
YIL113W	YIL113W	SDP1
YNL234W	YNL234W	
YJL142C	YJL142C	IRC9
YDR414C	YDR414C	ERD1
YCR072C	YCR072C	RSA4
YKR093W	YKR093W	PTR2
YDR342C	YDR342C	HXT7
YBR118W	YBR118W	TEF2
YGR189C	YGR189C	CRH1
YPL045W	YPL045W	VPS16
YER113C	YER113C	TMN3
YMR050C	YMR050C	
YDR471W	YDR471W	RPL27B
YCR086W	YCR086W	CSM1
YOR380W	YOR380W	RDR1
YFL044C	YFL044C	OTU1
YHR039C	YHR039C	MSC7
YBR245C	YBR245C	ISW1
YIL009W	YIL009W	FAA3
YDR318W	YDR318W	MCM21
YNL046W	YNL046W	
YLR025W	YLR025W	SNF7
YOR355W	YOR355W	GDS1
YDR076W	YDR076W	RAD55
YPL265W	YPL265W	DIP5
YGL152C	YGL152C	
YFR055W	YFR055W	IRC7
YDL128W	YDL128W	VCX1
YNL013C	YNL013C	
YHR090C	YHR090C	YNG2
YDR214W	YDR214W	AHA1
YLR184W	YLR184W	
YPR061C	YPR061C	JID1
YGR267C	YGR267C	FOL2
YOL090W	YOL090W	MSH2
YGR185C	YGR185C	TYS1
YIL020C-A	YIL020C-A	
YBR056C-B	YBR056C-B	
YLR169W	YLR169W	
YML050W	YML050W	AIM32
YLR322W	YLR322W	VPS65
YDR034W-B	YDR034W-B	
YNL078W	YNL078W	NIS1
YMR158W	YMR158W	MRPS8
YLR349W	YLR349W	
YKR018C	YKR018C	
YOR262W	YOR262W	GPN2
YDR470C	YDR470C	UGO1
YML132W	YML132W	COS3
YFL004W	YFL004W	VTC2
YHR016C	YHR016C	YSC84
YDL045W-A	YDL045W-A	MRP10
YNL290W	YNL290W	RFC3
YMR132C	YMR132C	JLP2
YBR012W-A	YBR012W-A	
YDR358W	YDR358W	GGA1
YBR010W	YBR010W	HHT1
YGL085W	YGL085W	LCL3
YGR023W	YGR023W	MTL1
YML008C	YML008C	ERG6
YKR089C	YKR089C	TGL4
YLR206W	YLR206W	ENT2
