PMC7681251	Cancer_Lett
PMC4080301	BMC_Public_Health
PMC4080298	BMC_Public_Health
PMC4080296	BMC_Public_Health
PMC4080273	BMC_Public_Health
PMC4080272	BMC_Public_Health
PMC4080253	BMC_Public_Health
PMC4080249	BMC_Public_Health
PMC4080244	BMC_Public_Health
PMC4080242	BMC_Public_Health
PMC4080240	BMC_Public_Health
PMC4080239	BMC_Public_Health
PMC4080236	BMC_Public_Health
PMC4080232	BMC_Public_Health
PMC4080230	BMC_Public_Health
PMC4080227	BMC_Public_Health
PMC4080226	BMC_Public_Health
PMC4080207	BMC_Public_Health
PMC4080152	BMC_Public_Health
PMC4080151	BMC_Public_Health
PMC4080149	BMC_Public_Health
PMC4080134	BMC_Public_Health
PMC4080133	BMC_Public_Health
PMC4080130	BMC_Public_Health
PMC4080129	BMC_Public_Health
PMC4080127	BMC_Public_Health
PMC4080124	BMC_Public_Health
PMC4080118	BMC_Public_Health
PMC4080116	BMC_Public_Health
PMC4080113	BMC_Public_Health
PMC4080109	BMC_Public_Health
PMC4080107	BMC_Public_Health
PMC4080104	BMC_Public_Health
PMC4080102	BMC_Public_Health
PMC4079872	Clin_Orthop_Relat_Res
PMC4078005	BMC_Cancer
PMC4077964	Allergy_Asthma_Immunol_Res
PMC4077166	Soc_Sci_Med
PMC4076393	Biol_Reprod
PMC4074316	J_Urban_Health
PMC4072735	Nature
PMC4065287	Diabetes_Ther
PMC4064651	Nat_Commun
PMC4064601	Br_J_Radiol
PMC4061769	Arthritis_Res_Ther
PMC4059229	G3_
PMC4058341	Int_Urogynecol_J
PMC4057919	Exp_Eye_Res
PMC4057893	J_Surg_Res
PMC4056437	Crit_Care
PMC4054976	Stem_Cell_Res_Ther
PMC4053824	Genome_Biol
PMC4052214	Nature
PMC4051826	Int_J_Cancer
PMC4049941	Gut_Microbes
PMC4049933	Gut_Microbes
PMC4049926	Gut_Microbes
PMC4049293	Angew_Chem_Int_Ed_Engl
PMC4049286	Circ_Res
PMC4049066	Soc_Sci_Med
PMC4048768	Toxicol_In_Vitro
PMC4048418	Clin_Orthop_Relat_Res
PMC4048399	Clin_Orthop_Relat_Res
PMC4047299	Spine_
PMC4044337	J_Neurophysiol
PMC4041271	Acta_Psychol_
PMC4039728	Indian_J_Microbiol
PMC4039281	Age_
PMC4038912	Nanoscale_Res_Lett
PMC4038137	J_Infect_Dis
PMC4037524	Int_Orthop
PMC4035777	J_Neurophysiol
PMC4035776	J_Neurophysiol
PMC4035773	J_Neurophysiol
PMC4035772	J_Neurophysiol
PMC4033727	J_Ultrasound
PMC4032292	Behav_Brain_Res
PMC4031385	Cell_Mol_Life_Sci
PMC4030782	Hum_Mol_Genet
PMC4030780	Hum_Mol_Genet
PMC4030211	Biodivers_Data_J
PMC4027751	ACS_Med_Chem_Lett
PMC4026459	J_Digit_Imaging
PMC4023910	Mol_Hum_Reprod
PMC4022956	Hand_
PMC4020987	J_Invest_Dermatol
PMC4018950	J_Nutr
PMC4016741	Respirology
PMC4016596	BMC_Fam_Pract
PMC4016544	Trials
PMC4016460	Clin_Orthop_Relat_Res
PMC4016450	Clin_Orthop_Relat_Res
PMC4016324	BMC_Pediatr
PMC4015845	Clin_Proteomics
PMC4015093	Nicotine_Tob_Res
PMC4013777	J_Cereb_Blood_Flow_Metab
PMC4013775	J_Cereb_Blood_Flow_Metab
PMC4013754	J_Cereb_Blood_Flow_Metab
PMC4013446	Mol_Biol_Rep
PMC4013239	Int_J_Geriatr_Psychiatry
PMC4013216	Eur_J_Oncol_Nurs
PMC4013094	IEEE_Trans_Nucl_Sci
PMC4012160	Ecotoxicology
PMC4011423	Tissue_Eng_Part_A
PMC4010302	Free_Radic_Biol_Med
PMC4009066	Mucosal_Immunol
PMC4007568	BMC_Genomics
PMC4006611	Behav_Neurol
PMC4006162	Notes_Rec_R_Soc_Lond
PMC4004317	ACS_Nano
PMC4004071	ISRN_Hematol
PMC4002637	Int_J_Audiol
PMC4002137	Chem_Rev
PMC4000690	J_Bioenerg_Biomembr
PMC4000111	J_Cell_Mol_Med
PMC3999285	Magn_Reson_Imaging
PMC3998364	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998363	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998362	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998361	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998360	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998359	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998358	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998357	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998356	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998355	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998354	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998353	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998269	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998268	Acta_Crystallogr_Sect_E_Struct_Rep_Online
PMC3998142	Bioinformatics
PMC3997614	Int_J_Clin_Pract
PMC3997593	Caries_Res
PMC3994902	Psychiatry_J
PMC3993953	J_Proteome_Res
PMC3993921	Inorg_Chem
PMC3992077	EMBO_Mol_Med
PMC3991427	Angew_Chem_Int_Ed_Engl
PMC3990944	ACS_Chem_Neurosci
PMC3990212	Biomed_Rep
PMC3989717	Am_J_Physiol_Cell_Physiol
PMC3989715	Am_J_Physiol_Cell_Physiol
PMC3989695	EMBO_Rep
PMC3989694	EMBO_Rep
PMC3989683	EMBO_Rep
PMC3989623	EMBO_J
PMC3989448	Cardiovasc_Res
PMC3989371	Mol_Cancer_Res
PMC3988872	Rheumatology_
PMC3988554	Neuropsychopharmacology
PMC3988545	Neuropsychopharmacology
PMC3987969	J_Immunol_Res
PMC3987936	J_Immunol_Res
PMC3986893	Am_J_Clin_Dermatol
PMC3986019	J_Am_Chem_Soc
PMC3985660	Nucleic_Acids_Res
PMC3985659	Nucleic_Acids_Res
PMC3984914	Mol_Cell_Endocrinol
PMC3983680	EMBO_J
PMC3983409	Brain
PMC3983007	Anal_Chem
PMC3982693	Genetics
PMC3982687	Genetics
PMC3982455	Biomicrofluidics
PMC3982101	J_Cereb_Blood_Flow_Metab
PMC3982100	J_Cereb_Blood_Flow_Metab
PMC3982098	J_Cereb_Blood_Flow_Metab
PMC3982097	J_Cereb_Blood_Flow_Metab
PMC3980151	Orthop_Rev_
PMC3979417	J_Biol_Chem
PMC3979365	J_Biol_Chem
PMC3979283	Ann_Occup_Hyg
PMC3979117	Arthritis_Res_Ther
PMC3978924	Genome_Med
PMC3978891	Breast_Cancer_Res
PMC3978850	Breast_Cancer_Res
PMC3978821	Arthritis_Res_Ther
PMC3978523	Pharmaceutics
PMC3978473	Arthritis_Res_Ther
PMC3977877	Biomicrofluidics
PMC3977786	Biomicrofluidics
PMC3977758	Appl_Phys_Lett
PMC3977317	Mol_Syndromol
PMC3977316	Mol_Syndromol
PMC3977195	Mol_Cell_Proteomics
PMC3977194	Mol_Cell_Proteomics
PMC3977193	Mol_Cell_Proteomics
PMC3977171	Rare_Tumors
PMC3977165	Rare_Tumors
PMC3977154	Hematol_Rep
PMC3976098	J_Exp_Clin_Cancer_Res
PMC3976041	Ann_Biomed_Eng
PMC3975212	Clin_Pharmacol_Ther
PMC3974249	Appl_Clin_Inform
PMC3974185	Arch_Public_Health
PMC3973777	J_Clin_Endocrinol_Metab
PMC3973774	J_Clin_Endocrinol_Metab
PMC3973773	J_Clin_Endocrinol_Metab
PMC3973404	Angew_Chem_Int_Ed_Engl
PMC3972041	NMR_Biomed
PMC3971989	J_Neurosci_Methods
PMC3971763	J_Nat_Prod
PMC3971758	J_Nat_Prod
PMC3970784	Exp_Gerontol
PMC3969711	Chembiochem
PMC3969518	Mar_Biol
PMC3968443	Mol_Biol_Rep
PMC3967064	Protein_Cell
PMC3967059	Protein_Cell
PMC3966105	J_Immunol
PMC3965833	Int_J_Colorectal_Dis
PMC3965743	J_Gen_Intern_Med
PMC3965613	Cancer_Lett
PMC3964934	Exp_Ther_Med
PMC3964259	Biomaterials
PMC3962674	Virology
PMC3962623	Am_J_Physiol_Regul_Integr_Comp_Physiol
PMC3962621	Am_J_Physiol_Regul_Integr_Comp_Physiol
PMC3962602	Am_J_Physiol_Renal_Physiol
PMC3962601	Am_J_Physiol_Renal_Physiol
PMC3962600	Am_J_Physiol_Cell_Physiol
PMC3962596	Am_J_Physiol_Cell_Physiol
PMC3962586	J_Neurosci
PMC3962515	Nature
PMC3962238	Ann_Bot
PMC3962225	Comput_Struct_Biotechnol_J
PMC3962188	Comput_Struct_Biotechnol_J
PMC3961687	J_Biol_Chem
PMC3961467	Oncol_Lett
PMC3961461	Oncol_Lett
PMC3961323	Oncol_Lett
PMC3961240	Oncol_Lett
PMC3961199	Oncol_Lett
PMC3961120	Exp_Ther_Med
PMC3961107	Exp_Ther_Med
PMC3960503	J_Nutr_Biochem
PMC3960395	Mol_Med
PMC3959595	Endocrinology
PMC3959594	Endocrinology
PMC3959587	Biochim_Biophys_Acta
PMC3959256	Cancer_Res
PMC3959106	Biochem_Biophys_Res_Commun
PMC3958845	Int_J_Mol_Sci
PMC3958844	Int_J_Mol_Sci
PMC3958843	Int_J_Mol_Sci
PMC3958842	Int_J_Mol_Sci
PMC3958841	Int_J_Mol_Sci
PMC3958840	Int_J_Mol_Sci
PMC3958839	Int_J_Mol_Sci
PMC3958621	Cardiovasc_Res
PMC3958314	EMBO_Mol_Med
PMC3958293	Sensors_
PMC3958291	Sensors_
PMC3958259	Sensors_
PMC3958245	Sensors_
PMC3958226	Sensors_
PMC3958218	Sensors_
PMC3958210	Sensors_
PMC3956974	Protein_Cell
PMC3956969	Protein_Cell
PMC3956968	Protein_Cell
PMC3956407	Biomed_Res_Int
PMC3955403	J_Psychiatr_Res
PMC3955229	Int_J_Surg_Case_Rep
PMC3955052	Eur_J_Med_Chem
PMC3955001	Virology
PMC3954536	J_Am_Chem_Soc
PMC3953879	Am_J_Clin_Nutr
PMC3953743	Hepat_Med
PMC3953279	J_Biol_Chem
PMC3953276	J_Biol_Chem
PMC3953268	J_Biol_Chem
PMC3953263	J_Biol_Chem
PMC3952927	Stem_Cells_Transl_Med
PMC3952926	Stem_Cells_Transl_Med
PMC3952924	Stem_Cells_Transl_Med
PMC3952620	J_Nutr
PMC3951744	Environ_Res
PMC3949112	Am_J_Physiol_Regul_Integr_Comp_Physiol
PMC3949109	Am_J_Physiol_Regul_Integr_Comp_Physiol
PMC3949108	Am_J_Physiol_Regul_Integr_Comp_Physiol
PMC3949043	Am_J_Physiol_Renal_Physiol
PMC3949041	Am_J_Physiol_Renal_Physiol
PMC3949039	Am_J_Physiol_Renal_Physiol
PMC3947511	Antivir_Chem_Chemother
PMC3946235	BMC_Cancer
PMC3946119	Ambio
PMC3945767	Version_1
PMC3945763	Version_1
PMC3945558	Int_J_Environ_Res_Public_Health
PMC3945556	Int_J_Environ_Res_Public_Health
PMC3945555	Int_J_Environ_Res_Public_Health
PMC3945373	J_Biol_Chem
PMC3945198	J_Ultrasound
PMC3944162	Nutr_Res_Pract
PMC3944161	Nutr_Res_Pract
PMC3944160	Nutr_Res_Pract
PMC3944159	Nutr_Res_Pract
PMC3944158	Nutr_Res_Pract
PMC3944157	Nutr_Res_Pract
PMC3944156	Nutr_Res_Pract
PMC3944155	Nutr_Res_Pract
PMC3944154	Nutr_Res_Pract
PMC3944153	Nutr_Res_Pract
PMC3944152	Nutr_Res_Pract
PMC3944151	Nutr_Res_Pract
PMC3944150	Nutr_Res_Pract
PMC3944149	Nutr_Res_Pract
PMC3944148	Nutr_Res_Pract
PMC3944145	Beilstein_J_Nanotechnol
PMC3943984	J_Immunol
PMC3943971	J_Immunol
PMC3943916	J_Immunol
PMC3943885	J_Immunol
PMC3943834	BMC_Genet
PMC3943683	Beilstein_J_Org_Chem
PMC3943610	ChemistryOpen
PMC3943560	Beilstein_J_Org_Chem
PMC3942720	Nutrients
PMC3942719	Nutrients
PMC3942718	Nutrients
PMC3942717	Nutrients
PMC3942612	Surg_Neurol_Int
PMC3942592	Surg_Neurol_Int
PMC3942038	Genome_Biol_Evol
PMC3942035	Genome_Biol_Evol
PMC3942034	Genome_Biol_Evol
PMC3942032	Genome_Biol_Evol
PMC3941966	J_Ophthalmol
PMC3941952	Oxid_Med_Cell_Longev
PMC3941779	Int_J_Hepatol
PMC3941777	Int_J_Microbiol
PMC3941229	Int_J_Pediatr
PMC3940205	Acta_Crystallogr_D_Biol_Crystallogr
PMC3940204	Acta_Crystallogr_D_Biol_Crystallogr
PMC3940199	Acta_Crystallogr_D_Biol_Crystallogr
PMC3940198	Acta_Crystallogr_D_Biol_Crystallogr
PMC3940197	Acta_Crystallogr_D_Biol_Crystallogr
PMC3940196	Acta_Crystallogr_D_Biol_Crystallogr
PMC3940195	Acta_Crystallogr_D_Biol_Crystallogr
PMC3940194	Acta_Crystallogr_D_Biol_Crystallogr
PMC3940193	Acta_Crystallogr_D_Biol_Crystallogr
PMC3939940	BMC_Biol
PMC3939850	Am_J_Epidemiol
PMC3939468	Viruses
PMC3939467	Viruses
PMC3938856	Protein_Cell
PMC3938854	Protein_Cell
PMC3938851	Protein_Cell
PMC3938849	Protein_Cell
PMC3938846	Protein_Cell
PMC3938840	Protein_Cell
PMC3938618	Plant_Physiol
PMC3937144	J_Diabetes_Metab_Disord
PMC3936292	Theranostics
PMC3936291	Theranostics
PMC3936290	Theranostics
PMC3936289	Theranostics
PMC3936269	J_Med_Internet_Res
PMC3935030	J_Child_Orthop
PMC3934786	Case_Rep_Nephrol_Urol
PMC3933380	J_Diabetes_Metab_Disord
PMC3933375	J_Diabetes_Metab_Disord
PMC3933288	Health_Res_Policy_Syst
PMC3932997	Eur_J_Med_Res
PMC3932888	Proc_Natl_Acad_Sci_U_S_A
PMC3932047	BMC_Public_Health
PMC3931892	J_Obstet_Gynaecol_India
PMC3931474	J_Environ_Health_Sci_Eng
PMC3931317	Vet_Res
PMC3931311	Int_J_Behav_Nutr_Phys_Act
PMC3931266	J_Cancer
PMC3930810	J_Prev_Med_Public_Health
PMC3930809	J_Prev_Med_Public_Health
PMC3930808	J_Prev_Med_Public_Health
PMC3930807	J_Prev_Med_Public_Health
PMC3930806	J_Prev_Med_Public_Health
PMC3930805	J_Prev_Med_Public_Health
PMC3930804	J_Prev_Med_Public_Health
PMC3930803	J_Prev_Med_Public_Health
PMC3929286	ScientificWorldJournal
PMC3929281	J_Aging_Res
PMC3929277	ScientificWorldJournal
PMC3929271	ScientificWorldJournal
PMC3929261	ScientificWorldJournal
PMC3929193	ScientificWorldJournal
PMC3929192	ScientificWorldJournal
PMC3929191	ScientificWorldJournal
PMC3929188	ScientificWorldJournal
PMC3929181	J_Toxicol
PMC3929169	ScientificWorldJournal
PMC3929159	J_Diabetes_Metab_Disord
PMC3929074	ScientificWorldJournal
PMC3929071	ScientificWorldJournal
PMC3929069	ScientificWorldJournal
PMC3929067	ScientificWorldJournal
PMC3929066	ScientificWorldJournal
PMC3929063	J_Thyroid_Res
PMC3929062	ScientificWorldJournal
PMC3929061	ScientificWorldJournal
PMC3929060	Mult_Scler_Int
PMC3928877	ScientificWorldJournal
PMC3928865	ScientificWorldJournal
PMC3928859	ScientificWorldJournal
PMC3928855	ScientificWorldJournal
PMC3928853	Mediators_Inflamm
PMC3928852	ScientificWorldJournal
PMC3928818	ISRN_Pharmacol
PMC3927951	EMBO_Mol_Med
PMC3927868	ScientificWorldJournal
PMC3927867	Int_J_Vasc_Med
PMC3927865	PPAR_Res
PMC3927862	Sleep_Disord
PMC3927860	J_Parasitol_Res
PMC3927859	J_Environ_Public_Health
PMC3927857	Pain_Res_Treat
PMC3927855	Emerg_Med_Int
PMC3927809	Aging_
PMC3927742	Int_J_Vasc_Med
PMC3927740	Mediators_Inflamm
PMC3927703	Brain
PMC3927699	Am_J_Clin_Nutr
PMC3927686	Am_J_Clin_Nutr
PMC3927579	Mediators_Inflamm
PMC3927578	ScientificWorldJournal
PMC3927577	ScientificWorldJournal
PMC3927567	J_Toxicol
PMC3927565	Tuberc_Res_Treat
PMC3927563	ScientificWorldJournal
PMC3927560	Evid_Based_Complement_Alternat_Med
PMC3927558	J_Aging_Res
PMC3926873	Mob_Genet_Elements
PMC3926415	ISRN_Cardiol
PMC3926413	Int_J_Genomics
PMC3926401	Comput_Math_Methods_Med
PMC3926397	Case_Rep_Orthop
PMC3926395	ScientificWorldJournal
PMC3926393	ScientificWorldJournal
PMC3926375	ScientificWorldJournal
PMC3926373	ScientificWorldJournal
PMC3926370	ScientificWorldJournal
PMC3926368	Case_Rep_Med
PMC3926359	ScientificWorldJournal
PMC3926342	ScientificWorldJournal
PMC3926326	Comput_Math_Methods_Med
PMC3926320	ScientificWorldJournal
PMC3926313	Comput_Math_Methods_Med
PMC3926309	ScientificWorldJournal
PMC3926308	ScientificWorldJournal
PMC3926294	ScientificWorldJournal
PMC3926292	Case_Rep_Orthop
PMC3926289	ScientificWorldJournal
PMC3926288	ScientificWorldJournal
PMC3926285	ScientificWorldJournal
PMC3926279	ScientificWorldJournal
PMC3926277	ScientificWorldJournal
PMC3926268	ScientificWorldJournal
PMC3926257	Case_Rep_Urol
PMC3926256	ISRN_Dent
PMC3926249	ScientificWorldJournal
PMC3926244	Case_Rep_Urol
PMC3926240	ISRN_Dermatol
PMC3926239	Case_Rep_Transplant
PMC3926236	ScientificWorldJournal
PMC3926233	ISRN_Dent
PMC3926230	Evid_Based_Complement_Alternat_Med
PMC3926225	Evid_Based_Complement_Alternat_Med
PMC3926223	Evid_Based_Complement_Alternat_Med
PMC3926079	Proc_Natl_Acad_Sci_U_S_A
PMC3926073	Proc_Natl_Acad_Sci_U_S_A
PMC3926057	Proc_Natl_Acad_Sci_U_S_A
PMC3926025	Proc_Natl_Acad_Sci_U_S_A
PMC3925790	Theor_Biol_Med_Model
PMC3925632	Biomed_Res_Int
PMC3925630	Biomed_Res_Int
PMC3925623	Biomed_Res_Int
PMC3925622	Biomed_Res_Int
PMC3925617	Dis_Markers
PMC3925603	ScientificWorldJournal
PMC3925598	ScientificWorldJournal
PMC3925597	ScientificWorldJournal
PMC3925594	ScientificWorldJournal
PMC3925591	ScientificWorldJournal
PMC3925579	Dis_Markers
PMC3925574	ScientificWorldJournal
PMC3925568	ScientificWorldJournal
PMC3925565	Biomed_Res_Int
PMC3925563	ScientificWorldJournal
PMC3925558	Biomed_Res_Int
PMC3925556	Biomed_Res_Int
PMC3925554	Biomed_Res_Int
PMC3925553	Biomed_Res_Int
PMC3925551	ScientificWorldJournal
PMC3925550	ScientificWorldJournal
PMC3925549	Biomed_Res_Int
PMC3925548	Biomed_Res_Int
PMC3925542	ScientificWorldJournal
PMC3925541	Biomed_Res_Int
PMC3925538	ScientificWorldJournal
PMC3925537	Biomed_Res_Int
PMC3925531	Biomed_Res_Int
PMC3925529	Biomed_Res_Int
PMC3925525	Biomed_Res_Int
PMC3925522	Biomed_Res_Int
PMC3925519	Biomed_Res_Int
PMC3925518	Biomed_Res_Int
PMC3925516	ScientificWorldJournal
PMC3925512	Biomed_Res_Int
PMC3925511	Biomed_Res_Int
PMC3923250	Biotechnol_Biofuels
PMC3923247	Malar_J
PMC3922726	BMC_Cancer
PMC3922705	Mob_DNA
PMC3922696	Cardiovasc_Ultrasound
PMC3922695	Nanoscale_Res_Lett
PMC3922693	BMC_Med_Inform_Decis_Mak
PMC3922691	J_Otolaryngol_Head_Neck_Surg
PMC3922686	BMC_Genomics
PMC3922659	Crit_Ultrasound_J
PMC3922656	Environ_Health
PMC3922167	BMC_Bioinformatics
PMC3922165	Diabetol_Metab_Syndr
PMC3922163	BMC_Infect_Dis
PMC3922162	Nutr_J
PMC3922160	J_Neuroinflammation
PMC3921227	AIDS
PMC3920892	Biomed_Opt_Express
PMC3919966	Tuberc_Respir_Dis_
PMC3919965	Tuberc_Respir_Dis_
PMC3919964	Tuberc_Respir_Dis_
PMC3919963	Tuberc_Respir_Dis_
PMC3919962	Tuberc_Respir_Dis_
PMC3919961	Tuberc_Respir_Dis_
PMC3919960	Tuberc_Respir_Dis_
PMC3919959	Tuberc_Respir_Dis_
PMC3918103	BMC_Infect_Dis
PMC3917878	Am_J_Case_Rep
PMC3917542	Pharmgenomics_Pers_Med
PMC3916837	Nat_Commun
PMC3916820	Bioinformation
PMC3916819	Bioinformation
PMC3916818	Bioinformation
PMC3916817	Bioinformation
PMC3916816	Bioinformation
PMC3916815	Bioinformation
PMC3916814	Bioinformation
PMC3916813	Bioinformation
PMC3916812	Bioinformation
PMC3916811	Bioinformation
PMC3916584	Springerplus
PMC3916086	Neuropsychiatr_Dis_Treat
PMC3916078	Respir_Res
PMC3915561	Nanoscale_Res_Lett
PMC3915293	Mol_Vis
PMC3915246	BMC_Oral_Health
PMC3915235	Cancer_Cell_Int
PMC3915232	Cardiovasc_Diabetol
PMC3915094	Theranostics
PMC3915035	BMC_Health_Serv_Res
PMC3915020	Int_J_Nanomedicine
PMC3915002	Med_Sci_Monit
PMC3914832	Int_J_Womens_Health
PMC3914829	Int_J_Womens_Health
PMC3914735	BMC_Musculoskelet_Disord
PMC3914366	Malar_J
PMC3913796	Springerplus
PMC3913604	Patient_Prefer_Adherence
PMC3913549	Onco_Targets_Ther
PMC3913545	Clin_Ophthalmol
PMC3913543	Onco_Targets_Ther
PMC3913541	Clin_Ophthalmol
PMC3913503	J_Multidiscip_Healthc
PMC3913337	BMC_Med
PMC3913323	Malar_J
PMC3913256	Pol_J_Radiol
PMC3912934	BMC_Urol
PMC3912926	BMC_Public_Health
PMC3912921	BMC_Public_Health
PMC3912896	BMC_Musculoskelet_Disord
PMC3912440	Sci_Rep
PMC3912402	BMJ_Case_Rep
PMC3912365	BMJ_Case_Rep
PMC3912346	BMC_Health_Serv_Res
PMC3912063	Int_J_Gen_Med
PMC3912019	Int_J_Gen_Med
PMC3911962	Reprod_Biol_Endocrinol
PMC3911956	BMC_Neurol
PMC3911796	BMC_Cancer
PMC3910686	Microb_Cell_Fact
PMC3910678	Microb_Cell_Fact
PMC3910240	Infect_Dis_Poverty
PMC3910015	CPT_Pharmacometrics_Syst_Pharmacol
PMC3910011	CPT_Pharmacometrics_Syst_Pharmacol
PMC3909917	J_Diabetes_Metab_Disord
PMC3909915	Fluids_Barriers_CNS
PMC3909911	Scand_J_Trauma_Resusc_Emerg_Med
PMC3909910	BMC_Genomics
PMC3909908	BMC_Genomics
PMC3909813	Zookeys
PMC3909812	Zookeys
PMC3909506	Int_J_Equity_Health
PMC3909476	BMC_Res_Notes
PMC3909457	Int_J_Equity_Health
PMC3909452	Malar_J
PMC3909447	BMC_Geriatr
PMC3909405	Biotechnol_Biofuels
PMC3909354	Tob_Induc_Dis
PMC3909300	Mol_Pain
PMC3908905	Vasc_Health_Risk_Manag
PMC3908820	Invest_Ophthalmol_Vis_Sci
PMC3908756	PLoS_One
PMC3908736	PLoS_Biol
PMC3908734	PLoS_One
PMC3908685	Invest_Ophthalmol_Vis_Sci
PMC3908684	Invest_Ophthalmol_Vis_Sci
PMC3908680	Invest_Ophthalmol_Vis_Sci
PMC3908381	BMC_Public_Health
PMC3907895	PLoS_One
PMC3907894	PLoS_One
PMC3907680	J_Oral_Microbiol
PMC3907679	Int_J_Qual_Stud_Health_Well-being
PMC3907663	Chem_Cent_J
PMC3907403	Ecancermedicalscience
PMC3907402	Ecancermedicalscience
PMC3907361	Reprod_Biol_Endocrinol
PMC3907137	Invest_Ophthalmol_Vis_Sci
PMC3907135	Invest_Ophthalmol_Vis_Sci
PMC3907131	Invest_Ophthalmol_Vis_Sci
PMC3906768	World_J_Surg_Oncol
PMC3906751	Diagn_Pathol
PMC3906750	BMC_Pregnancy_Childbirth
PMC3906743	BMC_Syst_Biol
PMC3906386	PLoS_One
PMC3906385	PLoS_One
PMC3906384	PLoS_One
PMC3906383	PLoS_One
PMC3906382	PLoS_One
PMC3906381	PLoS_One
PMC3906379	PLoS_One
PMC3906378	PLoS_One
PMC3906377	PLoS_One
PMC3906302	PLoS_One
PMC3906253	PLoS_One
PMC3906252	PLoS_One
PMC3906225	PLoS_One
PMC3906224	PLoS_One
PMC3906223	PLoS_One
PMC3906222	PLoS_One
PMC3906221	PLoS_One
PMC3906220	PLoS_One
PMC3906208	PLoS_One
PMC3906206	PLoS_One
PMC3906201	PLoS_One
PMC3906200	PLoS_One
PMC3906199	PLoS_One
PMC3906198	PLoS_One
PMC3906197	PLoS_One
PMC3906196	PLoS_One
PMC3906195	PLoS_One
PMC3906194	PLoS_One
PMC3906193	PLoS_One
PMC3906192	PLoS_One
PMC3906191	PLoS_One
PMC3906190	PLoS_One
PMC3906189	PLoS_One
PMC3906188	PLoS_One
PMC3906187	PLoS_One
PMC3906186	PLoS_One
PMC3906185	PLoS_One
PMC3906184	PLoS_One
PMC3906183	PLoS_One
PMC3906182	PLoS_One
PMC3906181	PLoS_One
PMC3906180	PLoS_One
PMC3906179	PLoS_One
PMC3906178	PLoS_One
PMC3906177	PLoS_One
PMC3906176	PLoS_One
PMC3906175	PLoS_One
PMC3906174	PLoS_One
PMC3906173	PLoS_One
PMC3906172	PLoS_One
PMC3906171	PLoS_One
PMC3906170	PLoS_One
PMC3906169	PLoS_One
PMC3906168	PLoS_One
PMC3906167	PLoS_One
PMC3906166	PLoS_One
PMC3906165	PLoS_One
PMC3906164	PLoS_One
PMC3906163	PLoS_One
PMC3906161	PLoS_One
PMC3906160	PLoS_One
PMC3906159	PLoS_One
PMC3906158	PLoS_One
PMC3906157	PLoS_One
PMC3906156	PLoS_One
PMC3906155	PLoS_One
PMC3906154	PLoS_One
PMC3906153	PLoS_One
PMC3906152	PLoS_One
PMC3906151	PLoS_One
PMC3906150	PLoS_One
PMC3906149	PLoS_One
PMC3906141	PLoS_One
PMC3906140	PLoS_One
PMC3906139	PLoS_One
PMC3906138	PLoS_One
PMC3906137	PLoS_One
PMC3906136	PLoS_One
PMC3906135	PLoS_One
PMC3906134	PLoS_One
PMC3906133	PLoS_One
PMC3906132	PLoS_One
PMC3906131	PLoS_One
PMC3906130	PLoS_One
PMC3906129	PLoS_One
PMC3906124	PLoS_One
PMC3906122	PLoS_One
PMC3906121	PLoS_One
PMC3906120	PLoS_One
PMC3906119	PLoS_One
PMC3906118	PLoS_One
PMC3906117	PLoS_One
PMC3906116	PLoS_One
PMC3906115	PLoS_One
PMC3906114	PLoS_One
PMC3906113	PLoS_One
PMC3906112	PLoS_One
PMC3906111	PLoS_One
PMC3906110	PLoS_One
PMC3906109	PLoS_One
PMC3906108	PLoS_One
PMC3906107	PLoS_One
PMC3906106	PLoS_One
PMC3906105	PLoS_One
PMC3906104	PLoS_One
PMC3906103	PLoS_One
PMC3906102	PLoS_One
PMC3906101	PLoS_One
PMC3906100	PLoS_One
PMC3906099	PLoS_One
PMC3906098	PLoS_One
PMC3906091	PLoS_One
PMC3906090	PLoS_One
PMC3906089	PLoS_One
PMC3906088	PLoS_One
PMC3906087	PLoS_One
PMC3906086	PLoS_One
PMC3906085	PLoS_One
PMC3906084	PLoS_One
PMC3906083	PLoS_One
PMC3906082	PLoS_One
PMC3906081	PLoS_One
PMC3906080	PLoS_One
PMC3906079	PLoS_One
PMC3906078	PLoS_One
PMC3906077	PLoS_One
PMC3906076	PLoS_One
PMC3906075	PLoS_One
PMC3906074	PLoS_One
PMC3906073	PLoS_One
PMC3906072	PLoS_One
PMC3906071	PLoS_One
PMC3906070	PLoS_One
PMC3906069	PLoS_One
PMC3906068	PLoS_One
PMC3906067	PLoS_One
PMC3906066	PLoS_One
PMC3906065	PLoS_One
